repo,doc_touch_total,reactive_count,proactive_count,reactive_rate,proactive_rate,top_patterns,reactive_examples
imgui,150,49,101,0.3267,0.6733,"issue_number(49), fix_with_error_term(2)","Added ImGuiDragDropFlags_AcceptNoPreviewTooltip flag to disable drag source tooltip from the target site (#143) | Drag and Drop: BeginDragDropSource(): Offset tooltip position so it is off the mouse cursor, but also closer to it than  | Examples: GLFW: Made it possible to Shutdown/Init the backend again (by reseting the time storage properly). Changelog. "
ionic-framework,26,4,22,0.1538,0.8462,"issue_number(3), fix_with_error_term(1), github_pr_url(1)",chore(): fix changelog typo  fix typo | chore(github): add Ionic version 4.x to PR template (#14219) | docs(readme): add CodeTriage badge (#13969)  See https://github.com/ionic-team/ionic/pull/13969
java-design-patterns,5,1,4,0.2,0.8,issue_number(1),#674 update SonarQube badge URL and link
jekyll,436,406,30,0.9312,0.0688,"issue_number(405), fix_with_error_term(1)",Update history to reflect merge of #7037 [ci skip] | Update history to reflect merge of #7031 [ci skip] | Update history to reflect merge of #7027 [ci skip]
jenkins,7,0,7,0.0,1.0,,
jquery,6,0,6,0.0,1.0,,
juice-shop,80,6,74,0.075,0.925,"issue_number(5), fix_with_error_term(3), resolves_issue(2)",Fix broken country flag codes [ci skip] | Refer to https://hub.docker.com/r/arclight/juice-shop_arm for RPi/ARM Docker image (resolves #380) | Update from upstream (#1)  * Remove reference of node.js-version specific Docker images  * Update REFERENCES.md  Added m
kafka,8,8,0,1.0,0.0,"issue_number(8), closes_issue(6)","KAFKA-4423: Drop support for Java 7 (KIP-118) and update deps (#5046)  * Set --source, --target and --release to 1.8. *  | MINOR: Update copyright year in NOTICE  Author: Ewen Cheslack-Postava <me@ewencp.org>  Reviewers: Jason Gustafson <jason | KAFKA-5895: Gradle 3.0+ is needed on the build (#3861)  Reviewers: Ismael Juma <ismael@juma.me.uk>"
kubernetes,75,4,71,0.0533,0.9467,"fix_with_error_term(3), github_pr_url(1)",fix some error link of changelog.md and changelog-1.6.md | Fix typo in docs. | update submit-queue URL in README.md  this updates the submit-queue url in the submit-queue widget to match the changes 
laravel,26,0,26,0.0,1.0,,
markdown-here,1,0,1,0.0,1.0,,
material-ui,270,87,183,0.3222,0.6778,"issue_number(74), fix_with_error_term(16), github_pr_url(2)",[ROADMAP] Update the roadmap (#11606)  * [ROADMAP] Update the roadmap  * fix ci  * fix matt feedback  * fix matt feedbac | [docs] Add a changelog page (#11604)  * [docs] Add a changelog page  * in | [github] Update the issue template (#11488)
metasploit-framework,12,0,12,0.0,1.0,,
minimal-mistakes,213,42,171,0.1972,0.8028,"issue_number(34), closes_issue(14), fixes_issue(10)",Add support for captioning images in feature row helper  Use `image_caption` YAML front matter to assign a caption to th | Fix table of contents missing borders  Fixes #1675 | Fix typo
moby,30,3,27,0.1,0.9,"issue_number(2), fix_with_error_term(1), references_issue(1)","Fix a typo in CONTRIBUTING.md  `seperate` -> `separate`  Signed-off-by: Yong Tang <yong.tang.github@outlook.com> | Update the Roadmap  As part of the Moby transition (see #35115), update the Roadmap to reflect the new priorities. Also  | Update README for Moby Project  As described in #35115 Completing the Moby Transition, we would like to complete the tra"
mybatis-3,2,0,2,0.0,1.0,,
netty,4,4,0,1.0,0.0,"fixes_issue(4), issue_number(4)",Add the NOTICE of the forked portion of Apache Harmony  Motivation:  According to the section 4d of ASLv2:  If the Work  | Provide an Automatic-Module-Name for the netty-all artifact fixes #7644  Motivation:  The netty-all artifact doesn't hav | Include mvn wrapper to make setup of development env easier  Motivation: Someone intending to contribute should be able 
nixpkgs,30,3,27,0.1,0.9,issue_number(3),"add lenovo x250 (#38)  Basically a meta profile that combines thinkpad + intel. | treewide: modules -> profiles, separate dirs, list in README (#29)  Enforce proper naming: all paths are lowercase and h | readme.md: reincarnate wiki (#30243)  * readme.md: reincarnate wiki  It is kinda strange to announce that wiki is deprec"
node,224,223,1,0.9955,0.0045,"github_pr_url(221), github_issue_url(34), issue_number(17)","2018-05-29, Version 10.3.0 (Current)  Notable Changes:  * **deps**:   - upgrade npm to 6.1.0 (Rebecca Turner)     https: | doc: add jdalton to collaborators  PR-URL: https://github.com/nodejs/node/pull/20968 Fixes: https://github.com/nodejs/no | doc: mark Node 4 as EOL in changelog  Node 4 has been unsupported since 2018-05-01, but the changelog was out of date an"
numpy,7,2,5,0.2857,0.7143,"issue_number(2), fix_with_error_term(1)",DOC: work around GH isaacs/github#316 to show SVG image | DOC: fix broken links for developer documentation  Some links in developer documentation and files had extraneous '-dev'
ohmyzsh,8,6,2,0.75,0.25,issue_number(6),Use HTTPS for manual git clone to avoid  MITM (#6043)  The git:// transport is completely unauthenticated. An attacker o | Update license year (#6522) | README.md: ZSH_THEM_RANDOM.. > ZSH_THEME_RANDOM.. (#6390)
opencv,2,1,1,0.5,0.5,issue_number(1),Improve README (#9243)
openssl,23,7,16,0.3043,0.6957,"github_pr_url(7), fix_with_error_term(1)","Add a note on CHANGES and NEWS in CONTRIBUTING  Reviewed-by: Matthias St. Pierre <Matthias.St.Pierre@ncp-e.com> (Merged  | Cleanup  Reviewed-by: Richard Levitte <levitte@openssl.org> (Merged from https://github.com/openssl/openssl/pull/6183) | Updated to CONTRIBUTING to reflect GitHub, etc.  Reviewed-by: Richard Levitte <levitte@openssl.org> Reviewed-by: Tim Hud"
pandas,18,17,1,0.9444,0.0556,"issue_number(17), closes_issue(2), revert(1)",DOC: update Readme recommended tags for new contributors (#20992)  * DOC: Change recommended tag for new contributors in | missing one https (#20908) | DOC: Link to new PyPI instead legacy PyPI (#20872)
pdf.js,12,0,12,0.0,1.0,,
protobuf,10,2,8,0.2,0.8,"fix_with_error_term(1), github_pr_url(1)","Update README.md  fixed spelling mistake :) | Add bazel support for examples.  The example utilizes native bazel rules (proto_library, cc_proto_library, java_proto_li"
qmk_firmware,13,5,8,0.3846,0.6154,"issue_number(4), fix_with_error_term(1)","Update readme.md (#2687) | Improvements to documentation (#1919)  * Typo: Github => GitHub  * Typo: windows => Windows, docker => Docker, and some  | Write a contributing guide. (#1827)"
rails,56,8,48,0.1429,0.8571,"issue_number(4), github_pr_url(2), fix_with_error_term(2)",[ci skip] Remove style of the word Rails at the top  Similarly to https://github.com/rails/rails/pull/32626/commits/9c3f | Update README.md  * s/crazy/advanced/ to avoid ableist words * last sections didn't have titles to separate topics  I ha | Add Active Storage to README and release (#30065)  Before we forget...
react,82,38,44,0.4634,0.5366,"issue_number(37), fix_with_error_term(3), github_issue_url(3)",Fix a typo (#12889) | Add 16.3.2 changelog (#12621) | Add React 16.3.0 changelog (#12488)
react-native,40,33,7,0.825,0.175,"github_pr_url(33), issue_number(5), fix_with_error_term(2)","Restore catch-all issue template  Summary: Without this, people may still submit non-templated issues. Closes https://gi | Simplify templates  Summary: Trivial PR.  [GENERAL][MINOR][.circleci/, bots/] - Simplify GitHub templates Closes https:/ | Simplify issue template  Summary: Reduce the amount of text people have to read through when opening a new issue. Closes"
react-router,11,4,7,0.3636,0.6364,issue_number(4),Update CONTRIBUTING.md (#6061) | Don't hard-code version in ISSUE_TEMPLATE (#5952) | Update Copyright Year (#5829)  * Update Copyright Year  * To infinity...and beyond!
redis,1,0,1,0.0,1.0,,
reveal.js,15,4,11,0.2667,0.7333,"issue_number(4), closes_issue(3)","Allow users to customise MathJax options.  Ref. #1856, #2006, #2045.  This is a more open approach to allow customisatio | Docs: add note on how to enable/disable preview links individually.  Closes #2005. | Docs: mention that syntax highlighting requires CSS theme file.  Closes #2075."
rust,327,34,293,0.104,0.896,"issue_number(23), fixes_issue(8), closes_issue(6)",Fix example travis config  Closes #2688 | Replace `--write-mode` with `--emit`  cc #1976 | Update README.md to reflect change in #2539
scikit-learn,16,13,3,0.8125,0.1875,"issue_number(13), fix_with_error_term(2)","[MRG] Fix plot_stock_market.py after Google finance URL shut-down (#10958)  Also install pandas=0.13.1 (trusty version)  | DOC fix the path of html files in contributing.md (#10688) | Fix ""We probably shouldn't recommend autopep8"" (#10650)"
scrapy,3,0,3,0.0,1.0,,
shadowsocks-android,20,5,15,0.25,0.75,"issue_number(5), fixes_issue(3)",Update build section  Fixes #1728. | Min API 19 -> 21  Fix #1579. | Refine #1579
shadowsocks-windows,6,0,6,0.0,1.0,,
socket.io,24,12,12,0.5,0.5,"issue_number(12), fix_with_error_term(1), fixes_issue(1)",[docs] Add a link to the npm package in the README (#1195) | [docs] Add link to a Dart client implementation (#2940) | [docs] Update license year (#3153)
spark,4,3,1,0.75,0.25,"closes_issue(3), issue_number(3), github_issue_url(2)",[SPARK-18278][SCHEDULER] Spark on Kubernetes - Basic Scheduler Backend  ## What changes were proposed in this pull reque | [SPARK-19112][CORE] Support for ZStandard codec  ## What changes were proposed in this pull request?  Using zstd compres | [SPARK-21278][PYSPARK] Upgrade to Py4J 0.10.6  ## What changes were proposed in this pull request?  This PR aims to bump
spring-boot,31,2,29,0.0645,0.9355,fix_with_error_term(2),"Fix broken links to Gradle and Maven tools, and CLI samples in README  Closes gh-12776 | Fix broken README.adoc  Closes gh-10603"
spring-framework,22,1,21,0.0455,0.9545,fix_with_error_term(1),Fix typo  Closes gh-1804
symfony,32,0,32,0.0,1.0,,
terraform,322,14,308,0.0435,0.9565,"issue_number(13), fix_with_error_term(2)","Update CHANGELOG for #17484 | Update CHANGELOG for #17216 | issue template: ""additional context"" instead of ""important factoids""  As pointed out in #16987, ""factoids"" are not reall"
three.js,17,2,15,0.1176,0.8824,"issue_number(2), references_issue(1)",Fixed CRLF issues. See #13262 | - added gitter badge to readme per issue #11614
todomvc,3,3,0,1.0,0.0,issue_number(3),"added myself to the team :D (#1883) | Cypress badge (#1875)  * updated npm version , added a package-lock.json to use npm ci to reduce test suite run time  *  | Update readme.md (#1838)  -Made explicit HTTPS calls -Add link to licence -Minor edits"
vscode,18,5,13,0.2778,0.7222,"issue_number(4), references_issue(1), fixes_issue(1)","Update CONTRIBUTING.md (#36673)  While the wiki has well-maintained info about many ways to contribute, this top-level f | See #35972 | Ask if it repros without extensions (fixes #28733)"
youtube-dl,205,57,148,0.278,0.722,"issue_number(56), closes_issue(23), fix_with_error_term(2)",Credit @f2face for #16115 | Credit @TingPing for picarto (#15551) | Credit @Zopieux for #16250
zxing,6,5,1,0.8333,0.1667,"issue_number(5), closes_issue(1)","fixed my port name and URL (#1009)  I was the previous owner of a port/fork of Zxing library, now I moved it into an org | added zxing-ts to 3-party projects (#929) | Updated Google Play badge. Closes #892"
