repo,doc_touch_total,reactive_count,proactive_count,reactive_rate,proactive_rate,top_patterns,reactive_examples
airflow,85,85,0,1.0,0.0,"issue_number(85), github_pr_url(4), fix_with_error_term(4)",Bring back 3.7 to stable version support (#31592) | Remove Python 3.7 support (#30963) | Add notice about supporting older Python/Kubernetes versions as best efforts (#31534)
angular,131,30,101,0.229,0.771,"issue_number(30), closes_issue(22), fixes_issue(1)",docs: add the v16 blog post link to the changelog (#50132)  This commit adds the short link 'http://goo.gle/angular-v15' | docs: archiving older changelog entries (#49957)  This commit moves changelog entries before v14.0.0 to the `CHANGELOG_A | build: bump license year (#49984)  Bumping to 2023  Fixes #49983  PR Close #49984
ansible,1,1,0,1.0,0.0,issue_number(1),Update URLs in COPYING (#80385)
ant-design,117,103,14,0.8803,0.1197,"issue_number(103), fix_with_error_term(6)",docs: changelog 5.5.1 (#42522) | docs: update miss ChangeLog (#42422)  * chore: update miss ChangeLog  * Update CHANGELOG.en-US.md  Co-authored-by: MadCc | docs: rename Tree-Select (#42410)  * Update CHANGELOG.en-US.md  * Update CHANGELOG.zh-CN.md
aspnetcore,8,7,1,0.875,0.125,"issue_number(7), fixes_issue(1)",Changed docs.microsoft.com links to learn.microsoft.com Issue: #44175 (#46206)  Updated links from microsoft.docs.* to m | Update README.md (#45920)  Changed the headings to sentence-case for consistency and style reasons. | Update README.md (#44888)  * Update README.md  * Update README.md
axios,53,42,11,0.7925,0.2075,"issue_number(42), fix_with_error_term(6), fixes_issue(1)",chore(release): v1.4.0 (#5683)  Co-authored-by: DigitalBrainJS <DigitalBrainJS@users.noreply.github.com> | feat(dns): added support for a custom lookup function; (#5339) | chore(release): v1.3.6 (#5666)  Co-authored-by: DigitalBrainJS <DigitalBrainJS@users.noreply.github.com>
azure-quickstart-templates,1,1,0,1.0,0.0,issue_number(1),All readmes (#12580)  * linting and yaml  * linting and yaml  * script updates  Co-authored-by: azure-quickstart-templat
bitcoin,8,4,4,0.5,0.5,"issue_number(4), fix_with_error_term(2)",Squashed 'src/secp256k1/' changes from bdf39000b9..4258c54f4e  4258c54f4e Merge bitcoin-core/secp256k1#1276: autotools:  | Squashed 'src/secp256k1/' changes from 21ffe4b22a9..bdf39000b9c  bdf39000b9c Merge bitcoin-core/secp256k1#1223: release: | Squashed 'src/secp256k1/' changes from 44c2452fd3..21ffe4b22a  21ffe4b22a Merge bitcoin-core/secp256k1#1055: Prepare ini
bootstrap,23,20,3,0.8696,0.1304,"issue_number(20), fix_with_error_term(1)",Release v5.3.0-alpha3 (#38357)  * Bump version to 5.3.0-alpha3  * Dist | README.md: fix JS Tests link (#38343) | Release v5.3.0-alpha2 (#38244)  * Bump version to 5.3.0-alpha2  * Dist
core,8,8,0,1.0,0.0,issue_number(8),Update URLs in PR template (#92194) | Update URLs forwarding to HA blog posts (#91698) | Change README demo to demo.home-assistant.io subdomain (#89921)  change home assistant demo link
d3,2,0,2,0.0,1.0,,
darknet,3,0,3,0.0,1.0,,
django,27,25,2,0.9259,0.0741,"issue_number(25), fixes_issue(23), fix_with_error_term(1)",Fixed #34577 -- Added escapeseq template filter. | Refs #31949 -- Made @xframe_options_(deny/sameorigin/exempt) decorators to work with async functions. | Fixed #34539 -- Restored get_prep_value() call when adapting JSONFields.  Regression in 5c23d9f0c32f166c81ecb6f3f01d5077
dubbo,9,6,3,0.6667,0.3333,"issue_number(6), fix_with_error_term(1)","Update README.md (#12391) | degist-concurrency-bugfix (#12223)  * degist-concurrency-bugfix  * stytle opt  * fix i++  * revert demo  * fix sonar  *  | Add Dubbo Annotation Processor (Add deprecated method warn when called by user, #10850) (#11513)"
echarts,4,2,2,0.5,0.5,issue_number(2),docs: fix a lot of grammatical errors in CONTRIBUTING.md (#18244)  * Made some grammatical changes in the Readme.md File | chore: start a local server for testing when run dev #17868 (#17882)
elasticsearch,18,15,3,0.8333,0.1667,"issue_number(15), closes_issue(1), github_issue_url(1)",remove unnecessary characters in contributing.md (#92429)  Co-authored-by: Stuart Tettemer <stu@elastic.co> | Correct row formatting in CONTRIBUTING.md (#94620) | Note in CONTRIBUTING.md re. unsupported platforms (#93343)  We have an internal policy about contributions which target 
electron,10,10,0,1.0,0.0,issue_number(10),chore: enforce consistent Markdown style for strong and emphasis (#37787) | chore: update README.md (#37002)  Update README.md | chore: update electron/clerk links in PR template (#36658)
erpnext,4,3,1,0.75,0.25,"issue_number(2), revert(1)","Telegram Group link updated (#34149) | chore: correct license text for GPLv3 (#32170)  [skip ci] | Revert ""docs: improve README""  This reverts commit 38e71b06390652acb6412a8059290ec6feee113c."
etcd,31,3,28,0.0968,0.9032,"github_pr_url(1), issue_number(1), github_issue_url(1)","(Re-) add @tbg as maintainer  As discussed with @serathius and @ptabor[^1].  [^1]: https://github.com/etcd-io/etcd/pull/ | Setup golangci-lint GitHub action.  Part of ""Enhance the static-analysis workflow"" issue. #14164  Signed-off-by: Cenk Al | Add golangci-lint config file and `make` target.  Here we add file `.golangci.yaml`, to have a common configuration for "
express,9,4,5,0.4444,0.5556,"closes_issue(4), issue_number(4)",docs: fix typos in history  closes #5131 | docs: update git clone to https protocol  closes #5032 | docs: replace Freenode with Libera Chat  closes #5013
flask,6,2,4,0.3333,0.6667,"fix_with_error_term(1), issue_number(1)",fix typo | Add a devcontainer configuration (#4969)
flink,8,4,4,0.5,0.5,"closes_issue(4), issue_number(4)",[FLINK-30855][Connector/Google Cloud PubSub] Remove GCP PubSub connector. This closes #21811  * [FLINK-30855][Connector/ | [FLINK-29421][python] Support python 3.10  This closes #21699. | [FLINK-30191][python] Update net.sf.py4j:py4j dependency to 0.10.9.7  This closes #21680.
flutter,31,31,0,1.0,0.0,"issue_number(31), revert(4), github_pr_url(2)",Add myself to AUTHORS (#127298)  I made a few contributions. - [flutter/flutter](https://github.com/flutter/flutter/issu | add slsa l1 badge (#125932)  Adds SLSA L1 badge | Update to add Kim Jiun to `AUTHORS` (#125026)  Adding my name (Kim Jiun) to Authors.  REF : https://github.com/flutter/f
framework,111,2,109,0.018,0.982,issue_number(2),[9.x] Add Laravel Bootcamp to Learning Laravel (#44163)  * Add Laravel Bootcamp to Learning Laravel  * Update README.md  | Update CHANGELOG.md (#43002)  The Str::mask PR for 9.x was already some versions ago. Removing the reference to the 8.x 
gitignore,1,0,1,0.0,1.0,,
go,5,3,2,0.6,0.4,issue_number(3),"doc: normalize proposal-process links  The docs in .github & CONTRIBUTING.md have three different links to the same plac | A+C: delete AUTHORS and CONTRIBUTORS  In 2009, Google's open-source lawyers asked us to create the AUTHORS file to defin | CONTRIBUTORS: update for the Go 1.19 release  This update was created using the updatecontrib command:  	go install gola"
go-ethereum,13,12,1,0.9231,0.0769,"issue_number(12), fix_with_error_term(2)","all: update links in documentation (#26882)   Co-authored-by: Stephen Flynn <stephen.flynn@gapac.com> | README, go.mod, event, internal/version: bump min Go to 1.19 (#26803) | all: remove support for Ropsten (#26644)"
godot,24,3,21,0.125,0.875,"issue_number(2), fix_with_error_term(1)","Fix various typos with codespell  Also includes the grammar fix from #76206.  Co-authored-by: Peter Anderson <BWPanda@us | Fix ""Convert Full Project"" button not translated  Also fixes a typo in the CHANGELOG. | Fix typos with codespell  Also includes #71080.  Co-authored-by: Psychpsyo <60073468+Psychpsyo@users.noreply.github.com>"
grafana,94,93,1,0.9894,0.0106,issue_number(93),CHANGELOG: Fix CHANGELOG lint (#68281)  Fix CHANGELOG lint | Changelog: Updated changelog for 9.5.2 (#68268) | Changelog: Updated changelog for 9.4.10 (#68267)
grpc,7,7,0,1.0,0.0,"issue_number(7), github_pr_url(1)",Update minimum MSVC version to 2019 (#32614)  To be aligned with By https://github.com/google/oss-policies-info/pull/8 | doc: npm package of grpc migrate (#32041) | update C#/.NET info in top level readme (#31896)
guava,3,1,2,0.3333,0.6667,"fixes_issue(1), issue_number(1)",Rename COPYING to LICENSE  Fixes #6318.  RELNOTES=n/a PiperOrigin-RevId: 511541401
homebrew-cask,2,2,0,1.0,0.0,issue_number(2),Clarify existing vs new tasks in PR template (#141789)  This tripped me up and I ended up skipping the style check when  | Replace Atom references from README.md (#139901)  Atom is a [deprecated app](https://github.blog/2022-06-08-sunsetting-a
html5-boilerplate,8,2,6,0.25,0.75,"issue_number(2), fix_with_error_term(1)",Fixes broken link in README (#2927) | Update browser support section (#2814)  - browserslist default contains FireFox ESR that is why it is removed from the d
imgui,1,0,1,0.0,1.0,,
ionic-framework,100,17,83,0.17,0.83,"issue_number(17), resolves_issue(1)",chore: remove unnecessary comments in PR template (#27358)  Removes the comments about reading the contributing guide fr | test(docs): add documentation on custom Ionic functions (#27248)  Issue number: N/A  ---------  This PR adds documentati | chore(repo): update old heroku app links (#27284)  Issue number: N/A  ---------  <!-- Please refer to our contributing d
java-design-patterns,83,83,0,1.0,0.0,issue_number(83),docs: add MugheesQasim as a contributor for code (#2517)  * docs: update README.md [skip ci]  * docs: update .all-contri | docs: add akshatarora0013 as a contributor for code (#2501)  * docs: update README.md [skip ci]  * docs: update .all-con | docs: add swashb0ckler as a contributor for translation (#2497)  * docs: update README.md [skip ci]  * docs: update .all
jekyll,59,51,8,0.8644,0.1356,issue_number(51),Update history to reflect merge of #9360 [ci skip] | Update history to reflect merge of #9326 [ci skip] | Update history to reflect merge of #9292 [ci skip]
jenkins,20,17,3,0.85,0.15,"issue_number(17), revert(1)",Drop reliance on GH-specific darkmode logic (#7920) | Remove EOL changelog.html file (#7884) | Update Node.js requirement in CONTRIBUTING.md (#7550)  Update Node.js requirement
jquery,3,0,3,0.0,1.0,,
juice-shop,29,3,26,0.1034,0.8966,"revert(2), resolves_issue(1), issue_number(1)","Revert ""Add support for Node.js 19.x""  This reverts commit 61cd0117288a2c98f2ac8022152a6378a470413e. | Revert ""Add support for Node.js 19.x""  This reverts commit 61cd0117288a2c98f2ac8022152a6378a470413e. | Stop building ARM64 images from legacy Dockerfile  (resolves #1850)"
kafka,6,6,0,1.0,0.0,"issue_number(6), github_issue_url(1)","MINOR: use built-in ""--rerun"" to replace ""-Prerun-tests"" (#13343)  Reviewers: Ismael Juma <ismael@juma.me.uk> | 2023 (#13083)  It's 2023 now y'all  Reviewers: Anna Sophie Blee-Goldman <ableegoldman@apache.org> | MINOR: Reuse gradle daemon for scala compilation by default (#12280)  The time time to compile was reduced from 5.3 seco"
kubernetes,8,2,6,0.25,0.75,"fix_with_error_term(1), revert(1)","Fixed typo  Added necessary articles | Revert ""Add link to to file""  This reverts commit 0b9399435c826b00e927454dc97a76c10e25de59.  Signed-off-by: aimuz <mr.im"
laravel,42,3,39,0.0714,0.9286,issue_number(3),"Updated tests badge (#6050)  The old badge was still referencing Travis CI, last time it ran was 2 years ago. | Add Laravel Bootcamp to Learning Laravel (#5991)  * Add Laravel Bootcamp to Learning Laravel  * Update README.md | add alt to laravel logo image (#5973)"
material-ui,110,104,6,0.9455,0.0545,"issue_number(101), fix_with_error_term(6)",v5.13.3 (#37440) | v5.13.2 (#37365) | 5.13.1 (#37285)
metasploit-framework,21,0,21,0.0,1.0,,
minimal-mistakes,2,1,1,0.5,0.5,issue_number(1),Improve PR close auto-comment message (#3713)  * Improve auto-comment message  * Lock these PRs after closing
moby,21,0,21,0.0,1.0,,
mybatis-3,8,0,8,0.0,1.0,,
netty,3,0,3,0.0,1.0,,
nixpkgs,14,1,13,0.0714,0.9286,issue_number(1),CONTRIBUTING: loose squash merging rules (#204988)  Co-authored-by: Naïm Favier <n@monade.li>
node,194,194,0,1.0,0.0,"github_pr_url(193), github_issue_url(29), issue_number(7)",doc: add atlowChemi to triagers  PR-URL: https://github.com/nodejs/node/pull/48104 Reviewed-By: Benjamin Gruenbaum <benj | doc: add Ruy to list of TSC members  Fixes: https://github.com/nodejs/TSC/issues/1388  Signed-off-by: Michael Dawson <md | tools: update LICENSE and license-builder.sh  A libuv `LICENSE-extra` file was added and a couple of files were removed 
numpy,5,1,4,0.2,0.8,issue_number(1),ENH: Add OpenSSF Scorecard GitHub Action (#22482)  [skip azp][skip circle]
ohmyzsh,10,8,2,0.8,0.2,"issue_number(8), closes_issue(2), fix_with_error_term(1)",docs(theme-and-appearance): fix gnu-ls snippet (#11701) | feat(theme-and-appearance): allow disabling gnu-ls in bsd  To disable gnu-ls (`gls`) even if it's installed in freeBSD a | feat(init)!: allow turning off aliases for libs and plugins (#11550)  BREAKING CHANGE: the previous zstyle setting to di
opencv,2,0,2,0.0,1.0,,
openssl,1,1,0,1.0,0.0,github_pr_url(1),Fixed some grammar and spelling  Reviewed-by: Richard Levitte <levitte@openssl.org> Reviewed-by: Tomas Mraz <tomas@opens
pandas,12,12,0,1.0,0.0,"issue_number(12), fix_with_error_term(1)","CLN: Assorted (#52454)  * Remove unneeded dtype  * remove list_future_warnings.sh, consolidate README.md | Update copyright year (#51065)  Update LICENSE | CI remove scorecards (#50269)  * :fire: remove scorecards  * remove from readme  Co-authored-by: MarcoGorelli <>"
pdf.js,6,0,6,0.0,1.0,,
protobuf,10,2,8,0.2,0.8,"issue_number(2), fix_with_error_term(1)","Add Javascript at README.md (#10476) | Remove all autotools usage (#10132)  * Bazelfying conformance tests  Adding infrastructure to ""Bazelify"" languages other"
qmk_firmware,8,3,5,0.375,0.625,issue_number(3),Breaking Changes 2023q1 changelog. (#19945) | 2022 Nov 26 changelog. (#19164)  Co-authored-by: Joel Challis <git@zvecr.com> Co-authored-by: Ryan <fauxpark@gmail.com> | 2022q3 Changelog. (#18180)  Co-authored-by: Drashna Jaelre <drashna@live.com>
rails,7,2,5,0.2857,0.7143,fix_with_error_term(2),Trim trailing whitespace from *.md files  Fixes the error:      Run bin/check-changelogs ./rails     ............F       | fix typo in pull request template [ci-skip]
react,12,10,2,0.8333,0.1667,"issue_number(10), revert(1), fix_with_error_term(1)",update broken icon link (circleCi status) (#26688)  looks better now 🚀 | Don't recommend deprecated debugger script (#26171)  yarn debug-test is now deprecated in React package.json. It has bee | Include removal of scheduler/tracing in changelog (#26063)
react-native,38,37,1,0.9737,0.0263,"issue_number(37), github_pr_url(37), github_issue_url(1)",add 0.71.8 changelog (#37354)  Summary: Adds changelog for new patch.  ## Changelog:  <!-- Help reviewers and the releas | add 0.68.7 changelog (#37106)  Summary: Adds changelog for new patch.  ## Changelog:  <!-- Help reviewers and the releas | add 0.69.10 changelog (#37082)  Summary: Adds changelog for new patch.  ## Changelog:  <!-- Help reviewers and the relea
react-router,216,153,63,0.7083,0.2917,"issue_number(152), fix_with_error_term(39), github_issue_url(4)",docs(start/overview): fix props in 'Nested Routes' section (#10537) | Define loaders and actions more clearly (#10531) | fix: grammatical error in documentation (#10462)
redis,4,4,0,1.0,0.0,"issue_number(3), fix_with_error_term(1)","Squashed 'deps/jemalloc/' changes from ea6b3e973..54eaed1d8  54eaed1d8 Merge branch 'dev' 304c91982 Update ChangeLog for | Update outdated commands descriptions and cleanups in README (#11372)  Redis commands has been significantly refactored  | Update README.md spelling, typos, backticks, and capital letters (#11352)   Co-authored-by: Moti Cohen <moti.cohen@redis"
reveal.js,3,0,3,0.0,1.0,,
rust,352,22,330,0.0625,0.9375,"issue_number(11), fix_with_error_term(6), github_issue_url(4)",fix: warn on empty line outer AttrKind::DocComment  changelog: [`empty_line_after_doc_comments`]: add lint for checking  | Remove old CI config (#5572)  * Remove old CI config  Signed-off-by: Yuki Okushi <jtitor@2k36.org>  * Replace outdated b | Remove relnote for #84022 due to revert #107133
scikit-learn,18,18,0,1.0,0.0,issue_number(18),MAINT bump minimum pytest to 7.1.2 (#26373) | MAINT bump minimum version for pytest (#26184)  Co-authored-by: Loïc Estève <loic.esteve@ymail.com> Co-authored-by: Adri | MNT fix circleci link in README.rst (#26183)
scrapy,5,4,1,0.8,0.2,issue_number(4),"README: set Bash highlighting for pip install (#5648) | Link to the Code of Conduct (#5659) | updated README.rst , added hyperlink to banner (#5284)  Co-authored-by: Mikhail Korobov <kmike84@gmail.com>"
shadowsocks-android,1,0,1,0.0,1.0,,
socket.io,56,5,51,0.0893,0.9107,"issue_number(4), github_issue_url(1)",docs: minor style fix (#4619) | docs: add upgrade event in the documentation  Reference: https://github.com/socketio/engine.io/blob/898bd1c9df379f474998 | docs(changelog): add note about maxHttpBufferSize default value (#4596)  Reference: https://github.com/socketio/socket.i
spark,3,3,0,1.0,0.0,"closes_issue(3), issue_number(3), fix_with_error_term(1)","[SPARK-40575][DOCS] Add badges for PySpark downloads  ### What changes were proposed in this pull request? Add badges fo | [SPARK-40073][INFRA][BUILD][CORE][SQL][AVRO][PYTHON] Replace `external/{moduleName}` with `connector/{moduleName}`  ###  | [SPARK-39521][INFRA][FOLLOW-UP] Fix notify workload to detect the main build, and readme link  ### What changes were pro"
spring-boot,3,0,3,0.0,1.0,,
spring-framework,6,0,6,0.0,1.0,,
symfony,27,1,26,0.037,0.963,fix_with_error_term(1),fix typo in PULL_REQUEST_TEMPLATE.md
terraform,98,3,95,0.0306,0.9694,issue_number(3),Changelog: plannable import (#33189)  * Update CHANGELOG.md    Co-authored-by: CJ Horton <17039873+radditude@users.norep | checks: Add initial changelog entry for alpha release (#32984) | Changelog for #31070
three.js,6,5,1,0.8333,0.1667,issue_number(5),Puppeteer E2E test: Auto-download browser (#25380)  * Make Puppeteer autodownload browser  * Update CONTRIBUTING.md  * F | CONTRIBUTING.md: Clean up (#25317) | Update LICENSE (#25212)
vscode,3,2,1,0.6667,0.3333,issue_number(2),references to GitHub discussions for extension authors (#159682) | remove unused PR template line (#155601)
youtube-dl,3,2,1,0.6667,0.3333,"issue_number(2), fixes_issue(1), resolves_issue(1)","[doc] Recommend ""Get cookies.txt LOCALLY"" extension in README.md (#31763)  * remove link to suspect ""Get cookies.txt"" ex | [doc] Fixed typo appearing to promise an example (#31489)  Resolves #31425   Co-authored-by: dirkf <fieldhouse@gmx.net>"
zxing,6,5,1,0.8333,0.1667,issue_number(5),update the link for rxing (#1596)  Please update the link for rxing (the rust port of zxing) as the repository has chang | add rust port (#1588) | Add zxing-dart link (#1558)
