repo,doc_touch_total,reactive_count,proactive_count,reactive_rate,proactive_rate,top_patterns,reactive_examples
TypeScript,9,9,0,1.0,0.0,"issue_number(9), fix_with_error_term(1)",Update AI assistance guidelines in CONTRIBUTING.md (#63496)  Co-authored-by: Copilot Autofix powered by AI <175728472+Co | Fix typo in README: behavorial -> behavioral (#63492) | Update CONTRIBUTING.md with comment automation policy (#63412)
WordPress,5,4,1,0.8,0.2,"issue_number(4), references_issue(3), fixes_issue(2)","General: Increase the minimum supported version of PHP to 7.4.  Props justlevine, masteradhoc, samiamnot, matt, bradshaw | Scripts: Remove default attributes from tags.  `SCRIPT`, `STYLE`, and stylesheet `LINK` tags do not require a type attri | Docs: The recommended version of PHP is now 8.3 or greater.  Meta ticket: https://meta.trac.wordpress.org/ticket/6612  S"
airflow,58,58,0,1.0,0.0,issue_number(58),"Airflow 3.2.2 has been released (#67680) | Add community escalation process doc with private@ appeal channel (#67557)  Extracts the generic escalation language (cl | Adopt apache/airflow-steward framework (pr-management skills via snapshot) (#66677)  * Remove pr-triage, maintainer-revi"
angular,161,9,152,0.0559,0.9441,"issue_number(8), closes_issue(4), fix_with_error_term(2)","docs: fix typo in CHANGELOG.md | docs: Fix typo in doc  Fix typo in documentation. Changed ""create workspace"" to ""create a workspace""  Fixed #68375 | ci: reformat files  This is after we've slightly changed a rule in #66056"
ansible,3,3,0,1.0,0.0,"issue_number(3), fixes_issue(1)","humans (#86910) | Update badgest in README to indicate Matrix and Forum (#86839) | Make relative links in the description field of core packaging metadata absolute  PR #86461.  Prior to this patch, the c"
ant-design,83,81,2,0.9759,0.0241,"issue_number(81), fix_with_error_term(5)",docs: add 6.4.3 changelog (#58036)  * chore: chore(release): 添加 6.4.3 版本 changelog 与 git commit 模板  Co-authored-by: qixi | docs: add changelog for 6.4.2 (#57978)  Co-authored-by: Claude Opus 4.7 <noreply@anthropic.com> | docs: add changelog for 6.4.1 (#57972)  Co-authored-by: Claude Opus 4.7 <noreply@anthropic.com>
ardupilot,12,1,11,0.0833,0.9167,fix_with_error_term(1),global: fix whitespace issues in markdown files  global: fix MD007 unordered list indentation in markdown files  Normali
aspnetcore,4,4,0,1.0,0.0,"issue_number(4), fix_with_error_term(1), github_issue_url(1)",Update CONTRIBUTING.md (#65616)  Fix broken link in contribution readme | [main] Source code updates from dotnet/dotnet (#65006)  [main] Source code updates from dotnet/dotnet    - Update .devco | Update README.md (#59191)  * Update README.md  Fixing SDK link.  * Update README.md  * Update README.md  ---------  Co-a
axios,93,91,2,0.9785,0.0215,"issue_number(91), fixes_issue(4), fix_with_error_term(3)",chore: remove openspec (#10958)  * fix(http): preserve TLS options for proxy tunnels  * chore: remove openspec  * chore: | fix: AxiosHeaders `toJSON()` return types (#10956)  * fix(types): fix AxiosHeaders `toJSON` types;  * Apply suggestion f | chore: remove sponsor (#10955)
bitcoin,15,6,9,0.4,0.6,"issue_number(6), fix_with_error_term(2)",Squashed 'src/secp256k1/' changes from d543c0d917..14e56970cb  14e56970cb Merge bitcoin-core/secp256k1#1794: ecmult: Use | Squashed 'src/leveldb/' changes from aba469ad6a..cad64b151d  cad64b151d Merge bitcoin-core/leveldb-subtree#57: doc: fix  | Squashed 'src/secp256k1/' changes from b9313c6e1a..d543c0d917  d543c0d917 Merge bitcoin-core/secp256k1#1734: Introduce (
bootstrap,7,7,0,1.0,0.0,issue_number(7),Fix link in CONTRIBUTING.md regarding reactions (#42207)  Co-authored-by: Julien Déramond <juderamond@gmail.com> | Bump year to 2026 (#42208) | Release v5.3.8 (#41669)  * Bump version  * Run dist  * Unrelated new docs error
core,3,3,0,1.0,0.0,issue_number(3),Always require diff for dependency bumps (#161633) | Clarify contributor responsibility when using AI-generated code (#152379) | Update contributing guide links (#150159)  Co-authored-by: Joost Lekkerkerker <joostlek@outlook.com>
d3,1,1,0,1.0,0.0,issue_number(1),docs: Incorrect alt text copied from the Observable Framework repository; it should describe D3 downloads. (#4122)
django,30,27,3,0.9,0.1,"issue_number(27), fixes_issue(25), fix_with_error_term(2)",Fixed #37045 -- Renamed savepoint() to savepoint_create().  This makes the name consistent with the `savepoint_commit` a | Fixed #37096 -- Fixed test_invalid_choice_db_option on Python 3.14.5+. | Fixed #27825 -- Doc'd that setting model fields does not convert types.  Co-authored-by: Jacob Walls <jacobtylerwalls@gm
dubbo,2,2,0,1.0,0.0,issue_number(2),docs: Add 3.3.6 version highlights to README (#15772) | Update README.md (#15525)
echarts,3,1,2,0.3333,0.6667,issue_number(1),chore: Sync the modification of #21448 to release.
elasticsearch,16,15,1,0.9375,0.0625,"issue_number(14), revert(1), fix_with_error_term(1)",Docs: clarify test fixtures guidance (#142778)  ## Summary - Clarifies when to prefer Gradle `java-test-fixtures` vs `el | [Gradle] Cleanup on build logic integration testing and build documentation  (#142614)  - Update the AGENT.md file and B | Fix typos in the docs (#142687)  * Fix typos in the docs  * Update docs/reference/elasticsearch/index-lifecycle-actions/
electron,10,10,0,1.0,0.0,"issue_number(10), github_pr_url(1)","chore: add AI tool policy to CONTRIBUTING.md & update PR template (#50451)  * chore: update PR template and add AI tool  | ci: auto close PRs that do not fill out the required template (#50348) | chore: add ""I have built and tested this PR"" box to PR template (#49434)"
erpnext,11,9,2,0.8182,0.1818,"issue_number(9), fix_with_error_term(3)",Revise CONTRIBUTING.md for clarity and formatting (#54739)  Updated the contributing guidelines for clarity and consiste | fix: update frappe docker badge and link (#54702)  * fix: update frappe docker badge and link  * remove pwd link | fix(readme): correct HTML issues and improve accessibility (#54267)  - Fix invalid width attribute (80xp → 80px) - Remov
etcd,6,1,5,0.1667,0.8333,"github_issue_url(1), fix_with_error_term(1)",readme: Fix broken docs link and add new ones  The current links point to the old v3.3 docs which aren't relevant anymor
express,23,19,4,0.8261,0.1739,"issue_number(19), fix_with_error_term(1)",fixed typo in history.md (#7191) | docs: update npm install docs URL in Readme.md (#7159)  The link for the npm install command pointed to the old/broken U | docs: remove dead link from Readme (#7136)  * docs: remove dead link for import-brain  * Update Readme.md  Co-authored-b
flask,2,0,2,0.0,1.0,,
flink,4,2,2,0.5,0.5,issue_number(2),[FLINK-38945][docs][FLIP-561] Restructure Flink documentation (#27541)  * [FLINK-38945][docs] Move pages to new location | [hotfix][NOTICE] Update copyright NOTICE year to 2026 (#27380)
flutter,52,52,0,1.0,0.0,"issue_number(52), github_pr_url(11), github_issue_url(3)",Update Flutter logo image sources in README (#186195)  This updates the light and dark mode images in the README.  The C | Added name to AUTHORS (#185586)  This PR adds my name to AUTHORS as last entry.  Reference: [author:MohamedRisaldarTA](h | Sync CHANGELOG.md from stable (#185838)  This PR automates the synchronization of `CHANGELOG.md` from the `stable` branc
framework,100,5,95,0.05,0.95,issue_number(5),Drop 12.x release notes and update heading (#59987) | Update README.md (#58222) | Replace Bootcamp with Laravel Learn (#57506)
gitignore,5,0,5,0.0,1.0,,
go,1,0,1,0.0,1.0,,
go-ethereum,2,2,0,1.0,0.0,issue_number(2),cmd/geth: remove deprecated vulnerability check command (#33498)  This PR removes the version-check command and its asso | README: add twitter badge to documentation (#32516)
godot,12,0,12,0.0,1.0,,
grafana,32,32,0,1.0,0.0,"issue_number(32), fix_with_error_term(1)",Release: update changelog for main (#124661)  * Update changelog  ---------  Co-authored-by: github-actions[bot] <github | Release: update changelog for main (#122910)  * Update changelog  * retrigger CI  ---------  Co-authored-by: github-acti | Release: update changelog for main (#122530)  * Update changelog  * Update changelog  * retrigger CI  ---------  Co-auth
grpc,5,5,0,1.0,0.0,"issue_number(5), closes_issue(3), github_pr_url(3)","Fix typos (#42398)  Fixes typos in comments, docs and strings, all around the code. Only fixed the most obvious ones ^^  | Fixed formatting of Commit Access criteria in CONTRIBUTING.md (#40916)  Reformat criteria for Commit Access and related  | Re-scope secondary licenses listed in LICENSE file (#41476)  The gRPC project is primarily covered by the Apache License"
guava,9,4,5,0.4444,0.5556,"github_issue_url(3), issue_number(1), github_pr_url(1)",Test with JDK 25 instead of JDK 21 in GitHub.  We're already testing with 25 (and (regularly but not with CI) with head  | Document how to run just one test.  (followup to https://github.com/google/guava/commit/32ee2f60b126bebc91bb091ea4872d24 | Document how to build and test Guava.  And mention that our benchmarks aren't set up well at the moment.  - Fixes https:
homebrew-cask,8,1,7,0.125,0.875,github_pr_url(1),wifispoof: fix macOS dependencies.  See https://github.com/Homebrew/brew/pull/22199
html5-boilerplate,1,1,0,1.0,0.0,issue_number(1),Improve GitHub Stars badge alt text (#3409)  * Improve GitHub Stars badge alt text  * Fix: update GitHub Stars badge alt
imgui,2,1,1,0.5,0.5,issue_number(1),Docs: update ShowUserGuide() + PR guidelines. (#9071)
ionic-framework,44,1,43,0.0227,0.9773,fix_with_error_term(1),chore(changelog): remove duplicate fixes in wrong version
java-design-patterns,6,6,0,1.0,0.0,issue_number(6),docs: add Olexandr88 as a contributor for doc (#3440)  * docs: update README.md [skip ci]  * docs: update .all-contribut | docs: Update README.md (#3298)  Co-authored-by: Ilkka Seppälä <iluwatar@users.noreply.github.com> | docs: add skamble2 as a contributor for code (#3437)  * docs: update README.md [skip ci]  * docs: update .all-contributo
jekyll,17,17,0,1.0,0.0,issue_number(17),Update history to reflect merge of #9960 [ci skip] | Update history to reflect merge of #9954 [ci skip] | Update history to reflect merge of #9925 [ci skip]
jenkins,9,9,0,1.0,0.0,issue_number(9),Exchange app.gitter.im URLs with matrix.to (#26676) | Add comment in PR template about not deleting any section in the PR template (#26311)  * Add comment in PR template abou | Update contributing.md to reflect Java 25 (#26037)
jquery,12,1,11,0.0833,0.9167,github_pr_url(1),docs: updated the vulnerability reporting process and added escalation steps  Ref: https://github.com/openjs-foundation/
juice-shop,25,2,23,0.08,0.92,fix_with_error_term(2),Fix typo | Fix: update outdated repo references from bkimminich to juice-shop
kafka,12,12,0,1.0,0.0,"issue_number(12), fix_with_error_term(1), github_pr_url(1)","MINOR: add comma before ""and"" in README (#22064)  Reviewers: Andrew Schofield <aschofield@confluent.io>, Chia-Ping Tsai  | MINOR: Fix README grammar and consistency (#21389)  This PR fixes minor grammar, capitalization, and terminology issues  | MINOR: Improve README.md formatting and consistency (#21327)  Converted indented code blocks to fenced code blocks (```b"
kubernetes,2,0,2,0.0,1.0,,
laravel,35,2,33,0.0571,0.9429,issue_number(2),[12.x] Replace Bootcamp with Laravel Learn (#6692)  * Replace Bootcamp with Laravel Learn  * Revise text for Laravel Lea | update README.md (#6680)
markdown-here,2,0,2,0.0,1.0,,
material-ui,55,51,4,0.9273,0.0727,"issue_number(50), fix_with_error_term(1), github_pr_url(1)",Eslint markdown (#48371) | [website] Update sponsors for May (#48524) | [test] Add axe-core tests for mui-material (#48341)
metasploit-framework,8,2,6,0.25,0.75,"fix_with_error_term(1), issue_number(1)",Fix broken links in CONTRIBUTING.md code-free contributions section | Update communication channels in documentation  - Add GitHub Discussions and Slack as primary support channels - Update 
minimal-mistakes,17,6,11,0.3529,0.6471,issue_number(6),"Update CHANGELOG, history and documentation for #5439 | Catppuccin skins (#5341)  * add catppuccin latte theme based off the theme by alessdangelo found here github.com/alessda | Add support for Swetrix, a GDPR-compliant analytics provider (#5344)  * add Swetrix as an analytics providers option  * "
moby,11,2,9,0.1818,0.8182,"fix_with_error_term(2), fixes_issue(1), issue_number(1)",docs: fix remaining broken links in contributing docs  Replace two dead docs.docker.com links with correct in-repo paths | docs: fix broken docker docs links in CONTRIBUTING.md  Signed-off-by: Maksim Nikolaev <nmaks2012@yandex.ru>
mybatis-3,2,0,2,0.0,1.0,,
netty,3,3,0,1.0,0.0,"issue_number(3), fixes_issue(1)",Add Linux Foundation Health Score badge to README (#15682)  Congrats! We have onboarded the Netty Project to LFX Insight | Merge changes from netty-incubator-codec-quic (#15658)   ---------  Co-authored-by: Mingyuan Wu <my.wu@outlook.com> Co-a | Explicit module support for HTTP/3 and QUIC codecs (#15336)  Motivation:  HTTP/3 and QUIC codecs have been added and are
nixpkgs,39,4,35,0.1026,0.8974,"issue_number(2), closes_issue(1), github_issue_url(1)",CONTRIBUTING: fix anchor to staging-nixos section  Closes #457786 | linux: new workflow for kernel changes  See https://github.com/NixOS/nixpkgs/issues/437208#issuecomment-3288623669 Depen | README.md: remove NixOS Weekly (#437591)
node,165,165,0,1.0,0.0,"github_pr_url(165), github_issue_url(30), issue_number(1)",doc: drop --experimental from --permission  Signed-off-by: RafaelGSS <rafael.nunu@hotmail.com> PR-URL: https://github.co | doc: explicitly ask for reproducible in JS  Signed-off-by: RafaelGSS <rafael.nunu@hotmail.com> PR-URL: https://github.co | doc: edit Rust toolchain general install instructions  Signed-off-by: Antoine du Hamel <duhamelantoine1995@gmail.com> PR
numpy,9,3,6,0.3333,0.6667,"issue_number(3), fixes_issue(1)",MAINT: update the PR template (#30932)  We want first time contributors to introduce themselves to start to build a circ | DOC: update security policy to be more explicit about bad assumptions (#30562) | DOC: Update CONTRIBUTING.rst (#28158)  * Update CONTRIBUTING.rst  fixes #19778 Updating the contibution section so that 
ohmyzsh,8,8,0,1.0,0.0,issue_number(8),chore: change freeBSD to FreeBSD (#13614) | chore: add AI guidelines (#13520)  Co-authored-by: Claude <noreply@anthropic.com> | chore: update LICENSE (#13509)
opencv,1,0,1,0.0,1.0,,
openssl,10,9,1,0.9,0.1,"github_pr_url(9), issue_number(2), github_issue_url(2)",Doc: Add additional information to the contributing page.  Updates for new users related to PR's. Although some of this  | Add a note about commit message titles being 50-70 character in length  Requested by @levitte in #30075  Reviewed-by: Ri | Update documentation with guidelines for commit and PR messages  The CONTRIBUTING.md and PULL_REQUEST_TEMPLATE.md files 
pandas,13,13,0,1.0,0.0,issue_number(13),Update link to `tzdata` documentation (#65579) | DOC: Remove references to 'good first issue' (#65138) | DOC: Add AI contribution guidelines and clarify other contribution policies (#63891)
pdf.js,4,0,4,0.0,1.0,,
protobuf,4,0,4,0.0,1.0,,
qmk_firmware,6,0,6,0.0,1.0,,
rails,3,2,1,0.6667,0.3333,"fix_with_error_term(1), issue_number(1)","Fix typos in README, CONTRIBUTING, RELEASING_RAILS, and component docs  - CONTRIBUTING.md: remove extra ""to"" (""instead t | docs: correct ""web-application"" to ""web application"" (#56091)  “Web-application” should not be hyphenated because web ap"
react,7,7,0,1.0,0.0,"issue_number(7), github_issue_url(1), github_pr_url(1)",Update changelog with latest releases (#35279) | Fix changelog link (#34879)  Closes https://github.com/reactjs/react.dev/issues/8081 | 19.2 changelog (#34655)  Co-authored-by: Jack Pope <jackpope1@gmail.com> Co-authored-by: Rick Hanlon <rickhanlonii@meta.
react-native,77,74,3,0.961,0.039,"issue_number(74), github_pr_url(74), fix_with_error_term(2)",Add changelog for v0.86.0-rc.2 (#56963)  Summary: Add Changelog for 0.86.0-rc.2  ## Changelog: [Internal] - Add Changelo | Add changelog for v0.86.0-rc.1 (#56874)  Summary: Add Changelog for 0.86.0-rc.1  ## Changelog: [Internal] - Add Changelo | Add changelog for v0.86.0-rc.0 (#56711)  Summary: Add Changelog for 0.86.0-rc.0  ## Changelog: [Internal] - Add Changelo
react-router,253,132,121,0.5217,0.4783,"issue_number(132), fix_with_error_term(12), closes_issue(1)",rsc: strip server route exports from optimizeDeps scan (#15005) | docs(how-to/data-strategy): fix broken links (#15111) | Release v7.16.0 (#15105)  Co-authored-by: Remix Run Bot <hello@remix.run>
redis,11,11,0,1.0,0.0,issue_number(11),"Remove handle-werrors target from modules/Makefile (#15257) | Added Array, rename RQE to Search (#15186) | Update SECURITY.md vulnerability reporting instructions (#15089)  Made-with: Cursor  <!-- CURSOR_SUMMARY --> ---  > [!NO"
reveal.js,2,0,2,0.0,1.0,,
rust,163,11,152,0.0675,0.9325,"fix_with_error_term(6), issue_number(4), github_issue_url(1)",Fix typo in Rustdoc release notes | Fix typo for danging_ptr  Co-authored-by: Josh Stone <cuviper@gmail.com> | Update CHANGELOG for v1.9.0 release (#6811)
scikit-learn,23,23,0,1.0,0.0,issue_number(23),DOC Use a list instead of a checklist for AI disclosure (#34062) | MNT Bump min dependencies for 1.9 (#33984) | ENH add narwhals as dependency (#31127)  Co-authored-by: Marco Gorelli <33491632+MarcoGorelli@users.noreply.github.com>
scrapy,10,7,3,0.7,0.3,issue_number(7),Fix small documentation wording issues (#7480) | Add a template for PRs (#7381) | Remove Python 3.9 support (#7121)
socket.io,6,0,6,0.0,1.0,,
spark,27,27,0,1.0,0.0,"closes_issue(27), issue_number(27), github_pr_url(3)",[SPARK-56998] Add SECURITY.md + AGENTS.md Security section for scan-agent discoverability  **This is a proposal for the  | [SPARK-56990][INFRA] Move scheduled CIs for 4.x to branch-4.x  ### What changes were proposed in this pull request?  Add | [SPARK-56864][INFRA][PYTHON] Consolidate python-ps-minimum image into python-minimum  ### What changes were proposed in 
spring-boot,8,0,8,0.0,1.0,,
spring-framework,4,0,4,0.0,1.0,,
symfony,36,0,36,0.0,1.0,,
terraform,44,27,17,0.6136,0.3864,issue_number(27),Cleanup after 1.16.0-alpha20260513 release (#38570) | Prepare main branch for post-v1.15 development (#38287)  * Prepare main branch for post-v1.15 development  * Bump Terraf | Cleanup after 1.15.0-alpha20260304 release (#38234)
three.js,4,1,3,0.25,0.75,issue_number(1),Change npm install to npm ci in contributing guide (#31859)  `ci` installs exactly what's in `package-lock.json` where a
todomvc,2,1,1,0.5,0.5,issue_number(1),Refresh of the modern framework examples  (#2297)  * Update Vue example to Vue 3.5 and Vite 8  Bumps Vue from 3.3.10 to 
vscode,8,7,1,0.875,0.125,"issue_number(5), fix_with_error_term(2), github_issue_url(1)",Update VS Code hero image in README (#317726)  Update hero image to the latest design and theme.  Ref: https://github.co | fix(docs): correct grammar and typo issues in documentation | Fix typo in README: remove extra 'and' in contributing section
zxing,2,2,0,1.0,0.0,issue_number(2),"Add ""Barcode-Lib4J"" to the list of third-party projects (#1975) | Remove broken links to Play Store (#1965)  * Remove Play Store link from README.md  * Remove broken links on decode.jspx"
