repo,doc_touch_total,reactive_count,proactive_count,reactive_rate,proactive_rate,top_patterns,reactive_examples
Rocket.Chat,100,17,83,0.17,0.83,"issue_number(17), fix_with_error_term(2), fixes_issue(1)",Add digitalocean button to readme (#14583) | [IMPROVE] Upgrade EmojiOne to JoyPixels 4.5.0 (#13807) | Remove Google Plus account.  Service has been discontinued  (#14503)
TypeScript,29,8,21,0.2759,0.7241,"issue_number(6), fix_with_error_term(3)","Updating README: Travis CI icon (#31279)  As part of a conference launch event, the URL for the broader Microsoft GitHub | Fixed broken twitter account link in README.md (#31210) | Remove no longer extant gulp command from README (#31019)"
WordPress,6,5,1,0.8333,0.1667,"fixes_issue(5), issue_number(5)","Help: Update support forum links.  There are a lot of places in Core that link to https://wordpress.org/support/ for the | PHP: Finish updating PHP Minimum version  Previous [44982] and [44950].  This bumps the minimum version down slightly ba | PHP: Bump minimum version  95% of 5.6 sites are on 5.6.30 or higher, hence this specific minimum version.  Fixes #46594."
airflow,178,156,22,0.8764,0.1236,"issue_number(155), closes_issue(15), fix_with_error_term(6)","[AIRFLOW-XXX] Add cleartax to companies list (#5331) | [ AIRFLOW-4554] Test for sudo command, add some other test docs (#5310)  * AIRFLOW-4554 Unit tests use sudo conditionall | [AIRLOW-XXX] Add Outcome Health to companies list (#5296)"
angular,114,25,89,0.2193,0.7807,"closes_issue(25), issue_number(25), fixes_issue(3)",docs: update link to static queries in changelog (#30649) PR Close #30649 | docs(changelog): remove docs-infra changes (#25833)  PR Close #25833 | docs: correct typo in changelog (#30422)  Fixes #30420  PR Close #30422
animate.css,15,8,7,0.5333,0.4667,"issue_number(8), closes_issue(2), fix_with_error_term(2)",Fixed the name of the function in README.md (#915)  `animateCss` to `animateCSS` because that's what is used as an examp | Create CODE_OF_CONDUCT.md  Closes #902. | Update examples to pure js. closes #875 (#899)  I keept things simple and dropped support for aging browsers in the exam
ansible,13,12,1,0.9231,0.0769,issue_number(12),📝 Add a GitHub-specific security policy note  PR #56866  It'll show up at https://github.com/ansible/ansible/security/po | add link in README (#55902)  * adds link in README to dev env setup | Reduce ansible/ansible README to essentials (#52878)  * Reduce intro to essentials
ant-design,288,66,222,0.2292,0.7708,"issue_number(55), fix_with_error_term(20), closes_issue(3)",Remove okButtonDisabled/cancelButtonDisabled never used prop defs  - Also remove them from the CHANGELOG because they we | docs: 3.19.1 change-log (#16820)  * update changelog  * add missing one | docs: 3.19.0 changelog (#16796)  * add changelog  * add #16535  * update  * add missing changelog  * add #16801 changelo
ardupilot,11,0,11,0.0,1.0,,
aspnetcore,225,29,196,0.1289,0.8711,"issue_number(28), fix_with_error_term(2), fixes_issue(1)",Update CONTRIBUTING.md to reference 'help wanted' labels and link to contributor docs (#10625) | Starting point for security policy (#10566) | Use https link (#8850)
axios,18,16,2,0.8889,0.1111,"issue_number(16), github_issue_url(1)",Add information about auth parameter to README (#2166) | Add DELETE to list of methods that allow data as a config option (#2169) | Update README.md - Add instructions for installing with yarn (#2036)
azure-quickstart-templates,4,2,2,0.5,0.5,fix_with_error_term(2),Fix broken link to best practices in PR template | Fix best practices broken link  Commit d0d7abbc535e93b45b7f4bfa77e95f504e9150fa renamed best-practices-updated.md to bes
bitcoin,14,1,13,0.0714,0.9286,github_pr_url(1),Doc: update ACK description in CONTRIBUTING.md  as per https://github.com/bitcoin/bitcoin/pull/15617#issuecomment-474773
bootstrap,36,17,19,0.4722,0.5278,issue_number(17),README.md: remove unneeded query params from badges. (#28704) | add esm files in our readme (#28654) | Create SECURITY.md (#28288)
core,19,16,3,0.8421,0.1579,"issue_number(16), github_pr_url(1), fix_with_error_term(1)","Remove badges from README [skipci] (#23815) | Update PR template (#23520)  * Update PR template  * Update config, PR template | No longer promote imports inside methods (#23471)"
django,56,52,4,0.9286,0.0714,"issue_number(52), fixes_issue(50), fix_with_error_term(3)",Fixed #28780 -- Allowed specyfing a token parameter displayed in password reset URLs.  Co-authored-by: Tim Givois <tim.g | Fixed #28147 -- Fixed loss of assigned parent when saving child after parent.  Thanks Erwin Junge for the initial patch. | Fixed #30199 -- Adjusted QuerySet.get_or_create() docs to highlight atomicity warning.
dubbo,67,43,24,0.6418,0.3582,"issue_number(43), fix_with_error_term(5), fixes_issue(4)",Create security.md (#4165)  Add security.md | Remove incubator (#4161) | rm incubating word (#4110)  * rm incubating word * dubbo.incubator.apache.org to dubbo.apache.org
echarts,24,6,18,0.25,0.75,issue_number(6),Docs contributing (#10062) | Fix/release license (#9938)  * Tweak the descriptions of the thrid-party license. | Fix/release license (#9938)  * Tweak the descriptions of the thrid-party license.
elasticsearch,18,15,3,0.8333,0.1667,"issue_number(15), closes_issue(2)",Update contributing docs to reflect JDK 11 (#40955)  This commit updates the contributing docs in reflection of the fact | Update distribution build instructions to reflect file names with OS/architecture classifiers. (#39762) | Restore date aggregation performance in UTC case (#38221)  The benchmarks showed a sharp decrease in aggregation perform
electron,15,14,1,0.9333,0.0667,"issue_number(14), fix_with_error_term(1)",docs: add information about contributing (#17961)  Add information about contributing and link CONTRIBUTING.md to this p | chore: update issue templates with guidelines (#17505) | chore: clean up issue templates (#17085)  * chore: clean up issue templates  * address feedback from review  * cleanup
erpnext,19,5,14,0.2632,0.7368,issue_number(5),link to license.txt (#15085) | Update travis badge (#14869) | add gudelines to report Security Vulnerabilities (#14364)
etcd,25,0,25,0.0,1.0,,
express,39,15,24,0.3846,0.6154,"issue_number(15), closes_issue(13), fixes_issue(4)","Revert ""Improve error message for null/undefined to res.status""  fixes #3968 | deps: cookie@0.4.0  closes #3958 | Add express.text to parse bodies into string  closes #3455"
flask,13,3,10,0.2308,0.7692,"issue_number(1), github_issue_url(1), fix_with_error_term(1)","Add pre-commit to dev dependencies, document it and pre-commit in CONTRIBUTING  Now that we have a Black pre-commit hook | Create CODE_OF_CONDUCT.md  Ticket is referenced in [#Issue 1](https://github.com/pallets/meta/issues/1) in the Meta repo | Fix typo in issue template"
flink,6,4,2,0.6667,0.3333,"closes_issue(3), issue_number(3), fix_with_error_term(1)",[FLINK-11901][build] Update NOTICE files with year 2019  This closes #7975. | [FLINK-10509][storm] Remove flink-storm  This closes #7453. | [FLINK-10987] Update source LICENSE & NOTICE files  The source LICENSE and NOTICE files now follow the same pattern that
flutter,52,50,2,0.9615,0.0385,"issue_number(50), fix_with_error_term(7), fixes_issue(3)",Updating dart.dev related links (#32641)  * Updating dart.dev related links  * Update packages/flutter_tools/lib/src/bas | added `scrimColor` property in Scaffold widget (#31025) | Update README.md (#30594)  * Rewrite README with text from Flutter announcement
framework,14,0,14,0.0,1.0,,
gitignore,9,0,9,0.0,1.0,,
go,15,7,8,0.4667,0.5333,"issue_number(7), fixes_issue(2)","SECURITY.md: add security file  This is now recognized and recommended by GitHub.  Fixes #32201  Change-Id: Iafb5ef1b2be | CONTRIBUTORS: second round of updates for Go 1.12  This update has been automatically generated using the updatecontrib  | A+C: add author, rename contributor to a real name  Renamed from github user to use my real name in CONTRIBUTORS, added "
go-ethereum,11,9,2,0.8182,0.1818,"issue_number(9), fix_with_error_term(1), closes_issue(1)",README: Mention go 1.10 as minumum - context #19246 | README: fix some grammar mistakes (#18981) | README: Fix typo (#18966)
godot,23,3,20,0.1304,0.8696,"fixes_issue(2), issue_number(2), fix_with_error_term(1)",Replace 3.0 screenshot by new one from TPS demo  Fixes #27324. | Fix typo in @marxin's name | doc: Use HTTPS for docs.godotengine.org and point to latest branch  Fixes #23509.
grafana,423,281,142,0.6643,0.3357,"issue_number(276), fix_with_error_term(4), closes_issue(3)",update v6.2-beta1 changelog with missing pr (#17308) | release: v6.2.1 changelog update (#17303) | Release: updated changelog with v6.2 entries (#17201)  * Release: updated changelog with v6.2 entries  * Release: Update
grpc,19,0,19,0.0,1.0,,
guava,6,1,5,0.1667,0.8333,github_pr_url(1),Use gradle formatting  Fixes https://github.com/google/guava/pull/3216  ------------- Created by MOE: https://github.com
homebrew-cask,21,17,4,0.8095,0.1905,issue_number(17),".github/: defer to Homebrew/.github repo. (#63714)  This allows maintaining more settings in one place. | Updates to ISSUE_TEMPLATE (#62648)  * Removed generic issue template  * Bug report template: removed option to check ope | doc(CONTRIBUTING):add talking links, inline the destination in link text (#61490)"
html5-boilerplate,7,2,5,0.2857,0.7143,issue_number(2),"7.0.1 (#2112)  updates main.css to latest, updates changelog and bumps version | Add Install with Yarn option (#2063)  Yarn is popular these days and H5BP is currently getting 2.4K downloads per month "
imgui,105,65,40,0.619,0.381,"issue_number(63), fix_with_error_term(3), revert(1)",Moved guidelines to issue #2261 to Pin and increase visibility for now. | Refactor: Added empty imgui_widgets.cpp + updated project files / makefiles etc. accordingly (#2036) | ColorEdit4: Fixed a bug when text input or drag and drop leading to unsaturated HSL values would erroneously alter the r
ionic-framework,76,23,53,0.3026,0.6974,"issue_number(23), fixes_issue(4), closes_issue(3)",4.4.0  * Release 4.3.1 (#18152)  * fix(angular): support replaceUrl with angular <7.2 (#18106)  * fix(angular): support  | merge release-4.4.0  * docs(process): update release process  * docs(fab-list): update the activated description (#18026 | Release 4.3.1 (#18152) (#18154)  * fix(angular): support replaceUrl with angular <7.2 (#18106)  * fix(angular): support 
java-design-patterns,2,1,1,0.5,0.5,issue_number(1),"Minor ReadMe Update (#864)  Two sentences read a little awkward, so I tweaked them. Hope this helps!"
jekyll,271,252,19,0.9299,0.0701,"issue_number(251), revert(4)",Update history to reflect merge of #7678 [ci skip] | Update history to reflect merge of #7671 [ci skip] | Update history to reflect merge of #7609 [ci skip]
jenkins,4,0,4,0.0,1.0,,
jquery,5,0,5,0.0,1.0,,
juice-shop,69,0,69,0.0,1.0,,
kafka,9,9,0,1.0,0.0,"issue_number(9), closes_issue(1), github_pr_url(1)",MINOR: Use https instead of http in links (#6477)  Verified that the https links work.  I didn't update the license head | MINOR: update copyright year in the NOTICE file. (#6196) | MINOR: Update README.md with Gradle 5+ requirement (#6039)
kubernetes,23,2,21,0.087,0.913,issue_number(2),don't use 'Fixes' for failing-tests and flakes (#71278)  * don't use 'Fixes' for failing-tests and flakes  * issue-closi | Adopt multiple issue templates (#68774)  * add support for multiple issue templates  * add comment to precede the kind l
laravel,33,4,29,0.1212,0.8788,"fix_with_error_term(3), issue_number(1)",[5.9] Minor grammar fix in readme.md (#5010)  * Fix grammar ('Boost *your* skills')  * Update readme.md | Fix Typo | Fix typo and add label to breaking change.
markdown-here,1,0,1,0.0,1.0,,
material-ui,230,83,147,0.3609,0.6391,"issue_number(79), fix_with_error_term(6), closes_issue(2)",[docs] Add SECURITY.md (#15804)  * [docs] Add SECURITY.md  * use material.ui.org@gmail.com  * Update SECURITY.md  Co-Aut | [docs] Improve lighthouse performance score (#15758)  * [docs] Use font-display: swap for fonts.googleapis  * [docs] Use | [docs] Minor fixes (#15836)
metasploit-framework,12,0,12,0.0,1.0,,
minimal-mistakes,142,21,121,0.1479,0.8521,"issue_number(19), fixes_issue(7), closes_issue(3)",Add styling for GFM task lists  Close #2092 | Fix empty `<img>` when `site_logo` is not assigned  Ref: https://github.com/mmistakes/minimal-mistakes/pull/2026#issueco | Add logo and title customization to the masthead (#2026)  * Add logo and title customization to the masthead  * Adjust c
moby,17,2,15,0.1176,0.8824,"issue_number(1), fix_with_error_term(1)",Fix link anchors in CONTRIBUTING.md  This is a follow up of #35168.  Signed-off-by: Yuichiro Kaneko <spiketeika@gmail.co | Mark @thajeztah as a MAINTAINER…  … discovered recently that our very own Sebastiaan was not even listed in the maintain
mybatis-3,4,0,4,0.0,1.0,,
netty,1,1,0,1.0,0.0,issue_number(1),Updated jboss-marshalling dependency to current license (#9172)  Motivation:  The mentioned license for the jboss-marsha
nixpkgs,39,6,33,0.1538,0.8462,issue_number(6),"README: Add Dell XPS 13 9360 profile (#104)  And reorder other XPS 13. | dell/xps/13-9380: init (#97)  This is pretty much a copy of XPS 9370, without kaby-laky and the throttle bug. I was gett | add basic support for Lenovo Thinkpad T440s (#83)  This adds basic support for the Thinkpad T440s, based on the work don"
node,208,206,2,0.9904,0.0096,"github_pr_url(205), github_issue_url(24), issue_number(17)","2019-05-28, Version 10.16.0 'Dubnium' (LTS)  Notable changes:  - **deps**:   - update ICU to 64.2 (Ujjwal Sharma)     [# | doc: reposition ""How to Contribute"" README section  PR-URL: https://github.com/nodejs/node/pull/27811 Reviewed-By: Rich  | 2019-05-22, Version v12.3.1 (Current)  Notable changes  * deps:   * Fix handling of +0/-0 when constant field tracking i"
numpy,18,3,15,0.1667,0.8333,"github_issue_url(1), fix_with_error_term(1), issue_number(1)","LICENSE: split license file in standard BSD 3-clause and bundled.  Reason: the GitHub license detection method relies on | fix typo | DOC, MAINT: Fixes for errstate() and README.md documentation. (#11814)  * DOC: errstate() and AppVeyor badge link  Remov"
ohmyzsh,6,4,2,0.6667,0.3333,"issue_number(4), closes_issue(1)",readme: add notice about shell changes (#6288)  Add important notice about `chsh -s /bin/zsh` command requiring the user | Introducing a Code of Conduct based on the Contributor Covenant project. Adding links from the README and CONTRIBUTING p | docs: fixed themes link for readme (#7620)
opencv,4,2,2,0.5,0.5,issue_number(2),Use secure URLs in README (#12160)  Saves a redirect from HTTP -> HTTPS each.  [ci skip] | Merge pull request #12093 from CYTing1998:update_issue  * I have updated the requirements of reporting issues inside ISS
openssl,13,7,6,0.5385,0.4615,github_pr_url(7),"Remove unnecessary trailing whitespace  Trim trailing whitespace. It doesn't match OpenSSL coding standards, AFAICT, and | Change license to the Apache License v2.0  This applies to the 'master' git branch and OpenSSL version 3.0.0 and up.  Pr | Switch to MAJOR.MINOR.PATCH versioning and version 3.0.0-dev  We're strictly use version numbers of the form MAJOR.MINOR"
pandas,13,13,0,1.0,0.0,"issue_number(13), fix_with_error_term(2)",DOC: Fix broken link to contributing guide website (#26369) | Update broken link to contributing.rst in contributing.md (#26286) | DEPS: Bump numpy to 1.13.3 (#25554)
pdf.js,7,1,6,0.1429,0.8571,"fixes_issue(1), issue_number(1)",Add Mozilla Code of Conduct file  Fixes #10691.  _(Message COC002)_
protobuf,14,3,11,0.2143,0.7857,issue_number(3),Add link to continuous test badges (#5855)  * Add link to continuous test badges  * Add badge for dist_install | Update kokoro badges for python tests (#5495) | Remove ruby21 and ruby22 tests (#5277)  * Remove ruby21 and ruby22 tests  * Update test badge
qmk_firmware,8,6,2,0.75,0.25,"issue_number(6), revert(1)",Removes Erez personally from QMK (#5883) | [Docs] Use HTTPS for qmk.fm link (#5506)  * Use HTTPS for qmk.fm link  * Fix the rest of the HTTP links | Tweak issue templates (capitalisation mostly) (#5133)  * Tweak issue templates (capitalisation mostly)  * Consistent hea
rails,31,3,28,0.0968,0.9032,"fix_with_error_term(2), issue_number(1)",Add mention to the main README about new libraries [ci skip]  Action Mailbox and Action Text belong to rails/rails since | Fix typo [ci skip] | fix minor typo  https://www.merriam-webster.com/words-at-play/top-10-commonly-confused-words-vol-2
react,51,18,33,0.3529,0.6471,"issue_number(17), fix_with_error_term(3)",Remove coverage badge from README (#15216) | Add React 16.8.2 changelog (#14851) | use functional component as a first example in readme (#14819)
react-native,31,30,1,0.9677,0.0323,"github_pr_url(30), issue_number(26), fix_with_error_term(4)","(CONTRIBUTING.md) Link to Issues wiki (#25035)  Summary: Link to https://github.com/facebook/react-native/wiki/Issues  # | Bots cleanup, avoid leaving inline reviews when N>5 (#24923)  Summary: This PR cleans up some of our GitHub bots. The ov | Update PR template changelog link (#24919)  Summary: fix #24917.  ## Changelog  [Internal] [Changed] - Update PR templat"
react-router,6,3,3,0.5,0.5,"issue_number(3), fixes_issue(2)","Remove ""hacking"" section from CONTRIBUTING.md (#6478)  Removes outdated ""hacking"" section. Fixes #6460. | Remove react-router-redux package  Fixes #6358 | Update readme for Redux users (#6274)  * Update README for Redux users  * Update Redux Integration docs"
redis,9,1,8,0.1111,0.8889,fix_with_error_term(1),fixing broken link in CONTRIBUTING  http://help.github.com/send-pull-requests/  is no longer supported  this change modi
reveal.js,42,14,28,0.3333,0.6667,"issue_number(13), resolves_issue(1), fixes_issue(1)",tweaks and tests for #2354 | documentation for #2315 | resize event tweaks for #2300
rust,444,34,410,0.0766,0.9234,"issue_number(23), fix_with_error_term(10), fixes_issue(6)",Added lint for TryFrom for checked integer conversion rust-lang#3947. | Backport #4101  https://github.com/rust-lang/rust-clippy/pull/4101  Splits up redundant_closure's method checking into a | Split redundant_closure lint  Move the method checking into a new lint called `redundant_closures_for_method_calls` and 
scikit-learn,21,21,0,1.0,0.0,issue_number(21),DOC Update README.rst (#13879) | MAINT/DOC update CI and add note to doc regarding matplotlib (#13720) | MAINT Unvendor joblib (#13531)
scrapy,3,0,3,0.0,1.0,,
shadowsocks-android,26,3,23,0.1154,0.8846,"issue_number(3), fixes_issue(2)",Clarifying instruction documents (#2213)  * Update README.md  * Update CONTRIBUTING.md  * Update CONTRIBUTING.md  * Upda | Update to NDK r19  Standalone toolchains are no longer required. This should speed up builds and decrease space required | Remove go from the repo  Fix #1935.
shadowsocks-windows,5,0,5,0.0,1.0,,
socket.io,12,8,4,0.6667,0.3333,"issue_number(8), fix_with_error_term(2), github_issue_url(1)",[revert] Allow configuration of `Access-Control-Allow-Origin` value (#511)  This reverts commit ebf1a96f4285a7326e42fd21 | [docs] Fix incorrect socket.io-protocol version in Readme (#89)  Ref: https://github.com/socketio/socket.io-protocol | [fix] Replace deprecated Buffer usage (#565)  The `Buffer` constructor has been deprecated in favor of safer alternative
spark,12,12,0,1.0,0.0,"closes_issue(12), issue_number(12), github_pr_url(2)",[MINOR][DOCS] Tighten up some key links to the project and download pages to use HTTPS  ## What changes were proposed in | [MINOR][DOCS] Make Spark's description consistent in docs with websites  We updated our website a long time ago to descr | [SPARK-27557][DOC] Add copy button to Python API docs for easier copying of code-blocks  ## What changes were proposed i
spring-boot,26,2,24,0.0769,0.9231,fix_with_error_term(2),Fix typo in issue template | Fix BeansEndpoint typo in readme  Closes gh-14688
spring-framework,19,3,16,0.1579,0.8421,"issue_number(2), fixes_issue(1), closes_issue(1)",Replace more references to issue tracker  Fixes #22254 | Update issue template  Closes #22253 | Fix typo in CONTRIBUTING.md
symfony,24,0,24,0.0,1.0,,
terraform,168,24,144,0.1429,0.8571,"issue_number(22), fix_with_error_term(3), revert(1)",Fix a broken link in CHANGELOG.md (#21508) | Fix invalid URL | Update CHANGELOG for #21117
three.js,27,1,26,0.037,0.963,fix_with_error_term(1),Fix typo
todomvc,5,3,2,0.6,0.4,"issue_number(3), fix_with_error_term(1)",Grammar fix/typo in contributing (#1941) | Update to v3.1 (#1936) | New examples guidelines (#1910)  * New examples guidelines
vscode,28,11,17,0.3929,0.6071,"issue_number(10), fix_with_error_term(1), fixes_issue(1)","clean up the readme (#74293)  * Tidy up the readme, update graphic | Update contributing guidelines; some issues may be OS specific (#66289) | Added common extensions link to related projects (#61446)"
youtube-dl,126,12,114,0.0952,0.9048,"issue_number(11), closes_issue(3), fix_with_error_term(1)","[README.md] Rephrase usage example comment (#20614) | [README.md] Fix lists formatting (closes #20558)  Lists have to be separated from the previous paragraph by a blank line | [YoutubeDL] Add negation support for string comparisons in format selection expressions (closes #18600, closes #18805)"
zxing,6,1,5,0.1667,0.8333,issue_number(1),Improve FinderPatternFinder.selectBestPatterns (#1158)  * rewrite FinderPatternFinder.selectBestPatterns
