repo,doc_touch_total,reactive_count,proactive_count,reactive_rate,proactive_rate,top_patterns,reactive_examples
WordPress,4,3,1,0.75,0.25,"fixes_issue(3), issue_number(3), references_issue(1)","General: Add `noindex,nofollow` meta tag to the `readme.html` file.  Site owners likely don't intend for the content of  | Security: Remove Cafelog URL.  This changeset removes Cafelog links from `licence.txt` and `readme.html` files as the do | Site Health: Bump the recommended MariaDB version.  MariaDB 10.4 reaches EOL (“End of Life”) on 18 June 2024. The recomm"
airflow,46,46,0,1.0,0.0,"issue_number(46), fix_with_error_term(2), github_pr_url(1)",Fix CI status badge (#51032) | Add dates for Limited Maintenance & EOL for Airflow 2.x (#50794)  Discussion in https://lists.apache.org/thread/xsj7h4gy | Update docs with Airflow 2.11.0 info (#50832)
angular,143,35,108,0.2448,0.7552,"issue_number(35), closes_issue(32), fix_with_error_term(3)",docs: link to v20 blog post in changelog (#61734)  PR Close #61734 | docs: cherrypick v20 release notes to main (#61724)  cherrypick v20 release notes to changelog in main branch | docs: replace material.a.io with material.a.dev (#61513)  PR Close #61513
ansible,1,1,0,1.0,0.0,issue_number(1),Update communication links for the forum (#83862)  * update communication details in README  * update comms details in c
ant-design,106,105,1,0.9906,0.0094,"issue_number(105), fix_with_error_term(6)",docs: update wording (#53951) | docs: fix CHANGELOG (#53919) | docs: add changelog 5.25.3 (#53914)
ardupilot,1,0,1,0.0,1.0,,
aspnetcore,2,2,0,1.0,0.0,issue_number(2),Update nightly build links to 10.0 (#61505) | Use Markdown alert (#59773)  Improve the rendering of the note by using GitHub native markdown alert.
axios,59,53,6,0.8983,0.1017,"issue_number(53), fix_with_error_term(1)",chore(sponsor): update sponsor block (#6907)  Co-authored-by: DigitalBrainJS <12586868+DigitalBrainJS@users.noreply.gith | docs(README): corrected description of keepAlive option (#6872)  Co-authored-by: Jay <jasonsaayman@gmail.com> | chore(release): v1.9.0 (#6891)  Co-authored-by: DigitalBrainJS <12586868+DigitalBrainJS@users.noreply.github.com>
azure-quickstart-templates,1,0,1,0.0,1.0,,
bitcoin,15,6,9,0.4,0.6,"issue_number(6), fix_with_error_term(1)",Squashed 'src/secp256k1/' changes from 0cdc758a56..4187a46649  4187a46649 Merge bitcoin-core/secp256k1#1492: tests: Add  | Squashed 'src/minisketch/' changes from eb37a9b8e7..d1e6bb8bbf  d1e6bb8bbf Merge bitcoin-core/minisketch#92: doc: rename | Squashed 'src/secp256k1/' changes from 2f2ccc46954..0cdc758a563  0cdc758a563 Merge bitcoin-core/secp256k1#1631: release:
bootstrap,9,8,1,0.8889,0.1111,issue_number(8),Release v5.3.6 (#41406)  * Update to v5.3.6  * Rebuild  * Rebuild | Docs: migration from Hugo to Astro (#41251)  Co-authored-by: HiDeoo <494699+HiDeoo@users.noreply.github.com> Co-authored | Docs: mention `npm install` and `npm run dist` in CONTRIBUTING.md (#41340)  Co-authored-by: Julien Déramond <juderamond@
core,3,3,0,1.0,0.0,issue_number(3),Add dev docs and frontend PR links to PR template (#137034) | Add Open Home Foundation logo to README (#127111)  * Added Open Home Foundation logo to README  * Remove legacy referenc | Remove coveragerc (#121286)
d3,2,0,2,0.0,1.0,,
django,34,32,2,0.9412,0.0588,"issue_number(32), fixes_issue(29), fix_with_error_term(2)","Fixed #36388 -- Made QuerySet.union() return self when called with no arguments.  Regression in 9cb8baa0c4fa2c10789c5c8b | Fixed #36295, Refs #24305 -- Allowed overriding GenericForeignKey fields on abstract models. | Fixed #36346 -- Removed outdated section about the threaded option in Oracle driver."
dubbo,10,7,3,0.7,0.3,issue_number(7),Readme Update  (#15394)  * Improved and Better README.md file  * Testing Some other README.md version  * Final change fo | Reorganize the dependency in dubbo-demo (#15384)  * first commit  * second commit | docs: edited the badge (#15307)  * Update README.md  * Update README.md
echarts,2,0,2,0.0,1.0,,
elasticsearch,13,12,1,0.9231,0.0769,"issue_number(12), fix_with_error_term(1), github_issue_url(1)",Update README to clarify the use of `elastic` user password environment variable (#128045)  - Added instructions for exp | [Dev Docs] Replacing unsupported **Note** with [!Note] (#127102)  * Replacing unsupported **Note** with [!Note] | [DOCS] Fix typo in BUILDING docs (#126649)  Co-authored-by: Liam Thompson <32779855+leemthompo@users.noreply.github.com>
electron,6,6,0,1.0,0.0,"issue_number(6), github_issue_url(1)",chore: emphasize documentation style guide (#45639)  docs: emphasize documentation style guide | docs: added missing period for consistency and readability (#45333)  Added missing period for consistency and readabilit | chore: remove remaining references to AppVeyor (#45339)
erpnext,20,6,14,0.3,0.7,issue_number(6),chore: translations link (#47168) | chore: update links to Frappe School (#46823) | fix(README): recommend using `.localhost` instead of `.dev` (#46422)  All `.dev` domains have HSTS enforced by default a
etcd,5,1,4,0.2,0.8,fix_with_error_term(1),docs(contributing): fix links and build tool list  * Fix a couple of broken links related to code styling and linting * 
express,73,62,11,0.8493,0.1507,"issue_number(59), github_pr_url(7), closes_issue(3)",fix(deps): serve-static@^2.2.0 (#6418)  * Update package.json  * Update History.md  ---------  Co-authored-by: Wes Todd  | fix(docs): remove @mertcanaltin from Triagers (#6408)  * doc: remove @mertcanaltin from Triagers  * move emeritus  ----- | deps: router@^2.2.0 (#6417)
flask,4,0,4,0.0,1.0,,
flink,6,3,3,0.5,0.5,issue_number(3),[hotfix] Update copyright NOTICE year to 2025 (#26413) | [FLINK-36181] Use Java 17 by default (#25898)  * [FLINK-36181] Set CI to use Java 17 by default and drop Java 8  * [FLIN | [hotfix] Remove Java 8 in README (#25775)
flutter,43,43,0,1.0,0.0,"issue_number(43), github_pr_url(5), github_issue_url(4)","Merge changelog from 3.32.1. (#169713)  This just updates the changelog from the 3.32.1 stable hotfix release. | Add changelog section for 3.32.0 and 3.32.1, and add note for ndk checking cherry pick (#169369)  Adds a note about http | Removed repeated entry in `CHANGELOG.md` (#165273)  <!-- Thanks for filing a pull request! Reviewers are typically assig"
framework,113,1,112,0.0088,0.9912,issue_number(1),Remove dead like from Security Policy (#52338)
gitignore,4,1,3,0.25,0.75,fix_with_error_term(1),Fix broken links to Git book.
go,2,1,1,0.5,0.5,issue_number(1),README: fix CC BY license name  Change-Id: Idf3c4427426e3cb74c7749762f2b4f621cf82dba GitHub-Last-Rev: 86f51a5d504fdb5961
go-ethereum,11,11,0,1.0,0.0,issue_number(11),"README: update broken JSON-RPC API documentation link (#31860)  I've updated the broken link to point to the current off | AUTHORS, .mailmap: update name and email attribution (#31624) | build: replace `tenv` linter with `usetesting` (#31172)"
godot,7,0,7,0.0,1.0,,
grafana,107,107,0,1.0,0.0,issue_number(107),Release: update changelog for 12.0.1 (#105891)  * Update changelog  * update changelog  ---------  Co-authored-by: githu | Release: update changelog for 11.6.2 (#105889)  * Update changelog  * update changelog  ---------  Co-authored-by: githu | Release: update changelog for 11.5.5 (#105888)  * Update changelog  * update changelog  ---------  Co-authored-by: githu
grpc,8,7,1,0.875,0.125,"closes_issue(7), issue_number(7), github_pr_url(7)",Update CONTRIBUTING.md (#39591)  Update and format CONTRIBUTING.md  Closes #39591  COPYBARA_INTEGRATE_REVIEW=https://git | Update maintainer - Add asheshvidyut (#39596)  Add [asheshvidyut](https://github.com/asheshvidyut) as maintainer.  Close | Add Siddharth to Maintainers list. (#39126)  Closes #39126  COPYBARA_INTEGRATE_REVIEW=https://github.com/grpc/grpc/pull/
guava,14,4,10,0.2857,0.7143,"github_issue_url(3), github_pr_url(3), fixes_issue(1)","Bump `failureaccess` to 1.0.3, which is modularized.  This is the next piece of https://github.com/google/guava/issues/7 | Change snapshot version numbers to begin with a _bigger_ number.  In pre-[modularization](https://github.com/google/guav | Change snapshot version numbers to begin with a number.  This is the first piece of https://github.com/google/guava/issu"
homebrew-cask,2,0,2,0.0,1.0,,
imgui,2,0,2,0.0,1.0,,
ionic-framework,35,1,34,0.0286,0.9714,issue_number(1),merge release-8.2.6 (#29730)  v8.2.6  ---------  Co-authored-by: ionitron <hi@ionicframework.com>
java-design-patterns,49,47,2,0.9592,0.0408,issue_number(47),docs: add e5LA as a contributor for doc (#3281)  * docs: update README.md [skip ci]  * docs: update .all-contributorsrc  | docs: add yybmion as a contributor for code (#3279)  * docs: update README.md [skip ci]  * docs: update .all-contributor | docs: add maziyar-gerami as a contributor for translation (#3265)  * docs: update README.md [skip ci]  * docs: update .a
jekyll,56,51,5,0.9107,0.0893,issue_number(51),Update history to reflect merge of #9813 [ci skip] | Update history to reflect merge of #9811 [ci skip] | Update history to reflect merge of #9784 [ci skip]
jenkins,11,9,2,0.8182,0.1818,"issue_number(9), github_pr_url(1)",Require a changelog label (#10273) | Update Plugin count (#10246)  Signed-off-by: Alexander Brandes <mc.cache@web.de> | Account for new Maven version requirement (#9822)  Jenkins fails to build with Maven 3.8.1 - update the documentation to
jquery,6,0,6,0.0,1.0,,
juice-shop,20,2,18,0.1,0.9,"fix_with_error_term(1), issue_number(1)",Fix incorrect / outdates documentation links  Signed-off-by: Jannik Hollenbach <jannik@hollenbach.de> | Remove cloud provider installation instructions entirely  (they are available at https://pwning.owasp-juice.shop/compani
kafka,30,30,0,1.0,0.0,"issue_number(30), github_pr_url(1), fix_with_error_term(1)","MINOR: Remove Kafka release section from root README (#19483)  Addressed the feedback https://github.com/apache/kafka/pu | KAFKA-18983 Ensure all README.md(s) are mentioned by the root README.md (#19420)  There are few README not added because | MINOR update the README docker image version (#19278)  The Docker image version should use `latest` instead of `3.7.0`, "
kubernetes,1,0,1,0.0,1.0,,
laravel,28,3,25,0.1071,0.8929,issue_number(3),Clean up URL formatting in README (#6601) | Premium partner changes (#6599) | Remove reverted change from CHANGELOG.md (#6565)
markdown-here,5,0,5,0.0,1.0,,
material-ui,110,94,16,0.8545,0.1455,"issue_number(93), fix_with_error_term(1), github_pr_url(1)",[core] Update security.md (#45839) | v7.1.0 (#46087) | [website] Add Follower24 as backlink sponsor (#46085)  Signed-off-by: Olivier Tassinari <olivier.tassinari@gmail.com> Co
metasploit-framework,10,0,10,0.0,1.0,,
minimal-mistakes,25,5,20,0.2,0.8,"issue_number(5), fixes_issue(2), closes_issue(1)","Fix X share button icon and color, close #5221 | _config.yml: Add minimal-mistakes-jekyll.gemspec to exclude, fix #5193 | Add Bulgarian localization (#5003)"
moby,19,0,19,0.0,1.0,,
mybatis-3,3,0,3,0.0,1.0,,
netty,2,2,0,1.0,0.0,"issue_number(2), fixes_issue(1)","Adding the Modular Netty guide aimed at users and developers. (#14274)  Motivation:  Users and developers of Netty need  | Introduce netty-codec-protobuf, netty-codec-marshalling and netty-codec-compression maven modules (#14241)  Motivation: "
nixpkgs,33,4,29,0.1212,0.8788,"fix_with_error_term(2), issue_number(2)",CONTRIBUTING: fix a small typo | README: Updated dead link for nix channel manual (#379247)  * README: Updated dead link for nix channel  The old link fr | CONTRIBUTING.md: fix broken staging graph in newer mermaid versions
node,168,168,0,1.0,0.0,"github_pr_url(168), github_issue_url(22), fix_with_error_term(6)","doc: add Filip Skokan to TSC  Refs: https://github.com/nodejs/TSC/issues/1740 PR-URL: https://github.com/nodejs/node/pul | meta: move one or more collaborators to emeritus  PR-URL: https://github.com/nodejs/node/pull/58456 Reviewed-By: Antoine | 2025-05-21, Version 24.1.0 (Current)  Notable changes:  doc:   * add JonasBa to collaborators (Jonas Badalic) https://gi"
numpy,4,1,3,0.25,0.75,issue_number(1),DOC: Added `CONTRIBUTING.rst` (#27469)  * added CONTRIBUTING.rst  * split  * updated - addressing charris's comment  * i
ohmyzsh,11,5,6,0.4545,0.5455,"issue_number(5), closes_issue(1)",docs: fix typos (#13061) | fix(cli)!: remove harmful `--unattended` flag for `omz update` (#12935)  Co-authored-by: Carlo Sala <carlosalag@protonma | chore: replace all instances of twitter with X  Closes #12536
opencv,1,0,1,0.0,1.0,,
openssl,14,13,1,0.9286,0.0714,"github_pr_url(13), fixes_issue(1), issue_number(1)",README.md: Improve links to GH workflow badges  CLA: trivial  Reviewed-by: Shane Lontis <shane.lontis@oracle.com> Review | Point to new docs location  Reviewed-by: Tomas Mraz <tomas@openssl.org> Reviewed-by: Paul Dale <ppzgs1@gmail.com> Review | README: Remove client only restriction for QUIC.  The QUIC protocol is also supported on server side. Update the README 
pandas,3,3,0,1.0,0.0,issue_number(3),Update license year (#60648) | Use shorthand notation for pip config-settings (#59583) | DOC: Fix link to Conda package in README.md (#59321)  Fix link to Conda package in README.md
pdf.js,11,1,10,0.0909,0.9091,"fixes_issue(1), issue_number(1)",Don't recommend installing `gulp-cli` globally in the README and on the website  It's recommended to always install depe
protobuf,2,0,2,0.0,1.0,,
qmk_firmware,12,5,7,0.4167,0.5833,issue_number(5),2025 Q2 changelog (#25297)  Co-authored-by: Drashna Jaelre <drashna@live.com> Co-authored-by: Nick Brassel <nick@tzarc.o | Update PR template (#24397)  Initial | Update Discord URL (#24283)
rails,1,0,1,0.0,1.0,,
react,16,12,4,0.75,0.25,"issue_number(10), github_pr_url(2), fix_with_error_term(1)",Add changelog for 19.1.0 (#32781) | Update MAINTAINERS (#32238) | Swap to Eli's new GitHub username in Maintainers file (#32237)  <!--   Thanks for submitting a pull request! We apprecia
react-native,85,83,2,0.9765,0.0235,"issue_number(83), github_pr_url(83), fix_with_error_term(2)",Add changelog for v0.80.0-rc.3 (#51608)  Summary: Add Changelog for 0.80.0-rc.3  ## Changelog: [Internal] - Add Changelo | Add changelog for v0.80.0-rc.2 (#51463)  Summary: Add Changelog for 0.80.0-rc.2  ## Changelog: [Internal] - Add Changelo | Add changelog for v0.80.0-rc.1 (#51266)  Summary: Add Changelog for 0.80.0-rc.1  ## Changelog: [Internal] - Add Changelo
react-router,273,151,122,0.5531,0.4469,"issue_number(150), fix_with_error_term(29), fixes_issue(2)",fix(dev): handle critical CSS with absolute `base` and Vite Env API (#13598)  Co-authored-by: Mark Dalgleish <mark.john. | Fix incorrect param name in loader example (fixes #13680) (#13681) | Add new GOVERNANCE.md document (#13687)
redis,34,8,26,0.2353,0.7647,issue_number(8),"doc: adding TOC to readme, improving usability (#14021)  The PR aims to improve the README usability for new users as we | LICENSE.txt wrongly included the text of GPLv3 instead of AGPLv3 (#14010) | Update Security Policy (#14001)"
reveal.js,3,0,3,0.0,1.0,,
rust,248,15,233,0.0605,0.9395,"issue_number(6), github_pr_url(5), fix_with_error_term(3)","Update availability of Cranelift (#1579)  - include source | new lint: `doc_comment_double_space_linebreak`  fix typo  change replacement character in example, remove extraneous spa | docs: clarify the editions behavior and it's consequences on formatting (#6486)  Update `style_edition` and `edition` en"
scikit-learn,15,15,0,1.0,0.0,issue_number(15),DOC Update documentation: Communication section improvements (#31420) | DOC Fix wheel builder badge on README (#31409)  Co-authored-by: Loïc Estève <loic.esteve@ymail.com> | MNT Use ruff format rather than black (#31015)
scrapy,9,6,3,0.6667,0.3333,issue_number(6),"Shorten the README and remove broken links to scrapy.org (#6833) | Feature the new logo in the README (#6831) | Add a deepwiki badge, update other badges. (#6793)"
shadowsocks-android,1,0,1,0.0,1.0,,
socket.io,21,3,18,0.1429,0.8571,"github_issue_url(3), fix_with_error_term(1)",docs: init the contributing guide  Related: https://github.com/socketio/socket.io/issues/4814 | docs: add note about UTF-8 encoding  Related: https://github.com/socketio/engine.io-protocol/issues/42 | docs: fix typo  Related: https://github.com/socketio/engine.io-protocol/issues/43
spark,10,10,0,1.0,0.0,"closes_issue(10), issue_number(10), fix_with_error_term(2)",[SPARK-52175][INFRA] Make a scheduled build for releasing Apache Spark (dry-run)  ### What changes were proposed in this | [SPARK-52080][DOCS][FOLLOW-UP] Add missing workflow `build_python_connect35` and `build_coverage`  ### What changes were | [SPARK-52080][DOCS][FOLLOWUP] Fix the heading level of `Daily Build Pipeline Status`  ### What changes were proposed in 
spring-boot,12,0,12,0.0,1.0,,
spring-framework,10,2,8,0.2,0.8,fix_with_error_term(2),"Polish ""Fix broken link to Code of Conduct in CONTRIBUTING.md""  See gh-34180 | Fix broken link to Code of Conduct in CONTRIBUTING.md  See gh-34180"
symfony,21,0,21,0.0,1.0,,
terraform,91,24,67,0.2637,0.7363,"issue_number(21), revert(2), fix_with_error_term(1)",Cleanup after 1.13.0-alpha20250521 release (#37148) | Prepare before 1.13.0-alpha20250521 release (#37147) | github: Update PR template with required fields for PCI compliance (#37049)
three.js,8,4,4,0.5,0.5,"issue_number(3), fix_with_error_term(1)",add deepwiki (#31182) | Added missing periods and capitalized sentence beginnings for consistency (#30389)  Made adjustments to improve text con | -> 2025 (#30240)
zxing,1,1,0,1.0,0.0,issue_number(1),Update ZXingObjC link (#1872)
