repo,doc_touch_total,reactive_count,proactive_count,reactive_rate,proactive_rate,top_patterns,reactive_examples
WordPress,5,4,1,0.8,0.2,"issue_number(4), fixes_issue(3), references_issue(1)","General: Update Michel Valdrighi's website in `license.txt`.  Props sebastienserre. Fixes #49130. Built from https://dev | Docs: Remove a reference to WordPress 2.7 from `readme.html`.  Props afercia, donmhico. Fixes #47963. Built from https:/ | Accessibility: Audit usage of abbreviations.  Title attributes on abbreviations are only available to a minority of user"
airflow,195,186,9,0.9538,0.0462,"issue_number(185), fix_with_error_term(4), github_pr_url(2)",Add Company to Airflow Users list (#9061) | added Paranabanco to official company list (#8990) | Remove duplicate line from CONTRIBUTING.rst (#8981)
angular,133,28,105,0.2105,0.7895,"issue_number(27), closes_issue(25), fix_with_error_term(4)","docs(changelog): fix broken link in CHANGELOG  When pasting over the 9.1.8 release notes, the link for 10.0.0-next.9 was | docs(changelog): add breaking change note for ModuleWithProviders (#37121)  When I made the generic mandatory for Module | docs(changelog): remove duplicate features and bug fixes (#37101)  We have accidentally added the `10.0.0-next.7` releas"
animate.css,13,6,7,0.4615,0.5385,"issue_number(6), fixes_issue(1), github_issue_url(1)",Adds link to the old docs  Solves #1062 | v4 release (#1050)  * New animations added  * Update  * Update  * Update  * Update  * kill bower  * Turn off animations  | Create CONTRIBUTING.md (#1033)
ansible,4,2,2,0.5,0.5,issue_number(2),Move coding guidelines links to readme. (#68479) | Update the number of contributors in README: 4600+ (#61949)
ant-design,186,85,101,0.457,0.543,"issue_number(78), fix_with_error_term(12), closes_issue(5)",docs: 📖 add 4.2.5 changelog (#24410)  * doc: 📖 add 4.2.5 changelog  * Update CHANGELOG.zh-CN.md  Co-authored-by: xrkffgg | docs: 4.2.4 changelog (#24244) | 名字重复了 (#24210)
ardupilot,7,0,7,0.0,1.0,,
aspnetcore,9,5,4,0.5556,0.4444,issue_number(5),More updates docs (#20513) | Update README.md (#20486) | Add link to new MSRC portal (#19236)  * Add link to new MSRC portal  * Update SECURITY.md  Co-authored-by: Pranav K <prk
axios,38,35,3,0.9211,0.0789,"issue_number(35), fix_with_error_term(3), closes_issue(2)","docs(): Detailed config options environment. (#2088)  * docs(): Detailed config options environment.  * Update README.md | Remove axios.all() and axios.spread() from Readme.md (#2727)  * Updating Readme.md - remove axios.all(), axios.spread()  | Update README.md (#2887)  Small change to the data attribute doc of the config. A request body can also be set for DELET"
azure-quickstart-templates,4,0,4,0.0,1.0,,
bitcoin,24,4,20,0.1667,0.8333,"issue_number(4), fix_with_error_term(2), fixes_issue(1)","Adding build instructions to Bitcoin Core, fixes #18658 | Squashed 'src/leveldb/' changes from f545dfabff4c2e9836efed094dba99a34fbc6b88..f8ae182c1e5176d12e816fb2217ae33a5472fdd7  | doc: Add a note about backporting  See laanwj's comment in #17158 https://github.com/bitcoin/bitcoin/pull/17158#issuecom"
bootstrap,20,15,5,0.75,0.25,"issue_number(15), fix_with_error_term(2)",Update punctuation (#30757)  Co-authored-by: XhmikosR <xhmikosr@gmail.com> | capital at start of sentence (#30804)  Co-authored-by: XhmikosR <xhmikosr@gmail.com> | Bump version to 5.0.0-alpha1 (#29925)  Also add v4.5.0 in versions and keep README.md pointing to v4.5.0 so that there a
core,10,10,0,1.0,0.0,issue_number(10),Update Code of Conduct to 2.0 (#36142) | Update issue templates (#33434)  * Update issue templates  * Process review suggestions | Cleanup of PR and issue templates (#31070)  * Remove old issue template  * Small wording improvement  * Consistency  * C
d3,6,0,6,0.0,1.0,,
darknet,1,0,1,0.0,1.0,,
django,39,34,5,0.8718,0.1282,"issue_number(34), fixes_issue(31), fix_with_error_term(1)",Fixed #11157 -- Stopped removing stop words in admin's prepopulated_fields.  Co-Authored-By: Andy Chosak <andy@chosak.or | Fixed #31577 -- Clarified docs about bounds of RangeFields. | Fixed #31034 -- Added a navigation sidebar to the admin.  Co-authored-by: elky <elky@users.noreply.github.com> Co-author
dotfiles,1,1,0,1.0,0.0,issue_number(1),README: Fix link (#902)
dubbo,24,12,12,0.5,0.5,"issue_number(12), fix_with_error_term(3)",put default version&group from provider and consumer into service metadata. (#6111)  * put default version&group from pr | Ignore deserilization when service/method not found (#5733) | doc: fix dubbo-samples link in README.md (#5859)
echarts,34,11,23,0.3235,0.6765,"issue_number(9), fix_with_error_term(2), fixes_issue(2)",doc: update contributing (#11887) | doc: add pr template (#11819) | Update ISSUE_TEMPLATE.md (#11469)
elasticsearch,31,30,1,0.9677,0.0323,"issue_number(30), closes_issue(3), fix_with_error_term(2)",Expain when `gradle run` is ready  It isn't obvious.  Closes #57097 | Add issue template categories (#56302)  This commit splits the singular legacy issue template into individual categories | Update IDE integration to reflect Java 14 requirement (#54990)
electron,9,6,3,0.6667,0.3333,issue_number(6),docs: update code of conduct (#23137)  Update code of conduct to Contributor Covenant v2.0 in accordance with Electron j | chore: update PR template to suggest 'none' instead of no-notes (#22864) | chore: update license year (#21657)
erpnext,7,2,5,0.2857,0.7143,"issue_number(2), fix_with_error_term(1)",Update README.md (#20049) | fix(README): broken link to 'Report Security Vulnerabilities' (#18063)
etcd,23,4,19,0.1739,0.8261,"fix_with_error_term(1), fixes_issue(1), issue_number(1)",".github/ISSUE_TEMPLATE: fix of a broken link  to make redirection possible. Changed undercore to dash. | README: require Go 1.12+  Fixes #10937 | Security: Create etcd security process  Create security disclosure and release process, and team to handle issues.  Rela"
express,5,2,3,0.4,0.6,"closes_issue(2), issue_number(2)",docs: add triager guide  closes #4055 closes #4211 | docs: point npm downloads badge to npm charts of express  closes #3579
flask,17,1,16,0.0588,0.9412,issue_number(1),Fix link to header in CONTRIBUTING (#3382)
flink,12,5,7,0.4167,0.5833,"closes_issue(5), issue_number(5), fix_with_error_term(1)",[FLINK-17675][docs] Update jquery dependency to 3.5.1  This closes #12229 | [FLINK-15977][docs] Update pull request template to include Kubernetes as deployment candidates  This closes #11053 . | [FLINK-14288][legal] Add Py4J NOTICE for source release  This closes #9816.
flutter,33,33,0,1.0,0.0,"issue_number(33), revert(3)",[SwitchListTile] adds controlAffinity property (#58037) | Link to migration guide tempalte from pull request template (#58027) | allow changing the paint offset of a GlowingOverscrollIndicator (#55829)
framework,8,2,6,0.25,0.75,"issue_number(1), revert(1)","Implemented security measure for external links (#31666)  References:  * https://web.dev/external-anchors-use-rel-noopen | Revert ""[5.9] Removed the md extension from LICENSE"""
gitignore,2,2,0,1.0,0.0,issue_number(2),update README (#3248) | Add period. (#3336)
go,16,11,5,0.6875,0.3125,"issue_number(11), fixes_issue(1)",A+C: add Prasanga Siripala (individual CLA)  Change-Id: I15e5788ecfc94d8110dbea277beb14e3d4ff0672 GitHub-Last-Rev: 6305c | C: update email address for Isfan Azhabil  Change-Id: I7f996d10a2e16795862bd661d0b344121371e084 GitHub-Last-Rev: 520e1f6 | A+C: add Alexey Semenyuk (individual CLA)  Change-Id: I7e7801711b5278bf74f1551678b3f98c765ccc44 GitHub-Last-Rev: e5eb69d
go-ethereum,16,13,3,0.8125,0.1875,issue_number(13),"README: update min go version to 1.13 (#20911) | cmd: deprecate --testnet, use named networks instead (#20852)  * cmd/utils: make goerli the default testnet  * cmd/geth: | .github: change gitter reference to discord link in issue template (#20896)"
godot,25,3,22,0.12,0.88,"issue_number(3), closes_issue(1), fixes_issue(1)","Add TODOs Badge to README  Closes #37217 | Changelog: Mention 3.2 changes to TileMap features  Cf. #28896, #29519, #30231. | Revert ""make Label consider spaces for visible_characters""  This reverts commit 695980a0f21adbe66eb12e1015fdc8c51fb62bf9"
grafana,113,99,14,0.8761,0.1239,"issue_number(98), closes_issue(4), fix_with_error_term(3)","Fix URL of CLA in CONTRIBUTING doc (#24962) | GOVERNANCE.md: Fix broken links, add more links (#24817)  Signed-off-by: Richard Hartmann <richih@richih.org> | Governance: Move projects to a sub-list (#24809)  Signed-off-by: Julien Pivotto <roidelapluie@inuits.eu>"
grpc,76,6,70,0.0789,0.9211,"revert(4), issue_number(2), github_issue_url(1)","Add grpc-kotlin  Contributes to https://github.com/grpc/grpc.io/issues/132  cc @dwiner @srini100 | Revert ""Revert ""Reintroduce #21527 (boringssl submodule unification)""""  This reverts commit cca892022b2d2567a058aedb6027 | Revert ""Reintroduce #21527 (boringssl submodule unification)"""
guava,12,4,8,0.3333,0.6667,"issue_number(3), fixes_issue(2), closes_issue(1)","Update readme with some grammar corrections.  Closes #3857  ------------- Created by MOE: https://github.com/google/moe  | Apply changes from https://github.com/google/guava/pull/3778 (which edited guava.dev) to README.md.  ------------- Creat | Update 'adding Guava to your build using Gradle' snippet  The notation with brackets - () - and double quotes - "" - is v"
homebrew-cask,9,7,2,0.7778,0.2222,issue_number(7),PULL_REQUEST_TEMPLATE.md: update with important note (#82432) | PR template: cleanup version checksum linkref (#78731) | README.md: change wording on cask requests (#78719)
html5-boilerplate,17,0,17,0.0,1.0,,
imgui,4,0,4,0.0,1.0,,
ionic-framework,64,7,57,0.1094,0.8906,issue_number(7),"chore(): update contributing docs, update ionitron bot (#21117) | merge release-5.0.0-rc.3 (#20387) | chore(github): update issue template to include v5 (#20232)"
java-design-patterns,4,2,2,0.5,0.5,issue_number(2),LICENSE: Happy new year! (#1123)  * Update LICENSE.md  * Update LICENSE.md | improve grammar of README (#945)  * improve grammar of README  * Update README.md
jekyll,188,178,10,0.9468,0.0532,"issue_number(178), revert(1)",Release post of `v4.1.0` (#8209)   Co-authored-by: Frank Taillandier <frank.taillandier@gmail.com> | Update history to reflect merge of #8158 [ci skip] | Update history to reflect merge of #8188 [ci skip]
jenkins,20,8,12,0.4,0.6,"issue_number(8), github_pr_url(1)",Add link to maintainers guideline to README (#4737)  * Add link to maintainers guideline to README  * Update README.md   | New maintainer guide (#4472)  * Draft the new maintainer guide  * Maintainer guide - Apply suggestions from code review  | Add the maintainer checklist to the pull request template (#4423)  * Add the maintainer checklist to the pull request te
jquery,12,1,11,0.0833,0.9167,issue_number(1),Build: Create a `grunt custom:slim` alias for the Slim build (#4578)  Closes gh-4578
juice-shop,45,2,43,0.0444,0.9556,"issue_number(1), fix_with_error_term(1)",Add note that only latest minor node.js versions are tested  (obsoletes #1339) | Fix copy&paste error in compatibility table  [ci skip]
kafka,12,12,0,1.0,0.0,"issue_number(12), github_issue_url(1), fix_with_error_term(1)","MINOR: Pass `-release 8` to scalac and upgrade to Gradle 6.4 (#8538)  The version of Zinc included with Gradle 6.4 inclu | KAFKA-9907: Switch default build to Scala 2.13 (#8537)  Scala 2.13.2 introduces support for suppressing warnings, which  | MINOR: Update to Gradle 6.3 (#7677)  * Introduce `gradlewAll` script to replace `*All` tasks since the approach used by "
kubernetes,16,2,14,0.125,0.875,"github_pr_url(1), fix_with_error_term(1)","Add kind/deprecation to pull request template  With the merge of https://github.com/kubernetes/test-infra/pull/15040, we | Fix incorrect whitespaces plural"
laravel,24,4,20,0.1667,0.8333,issue_number(4),"Update sponsor link (#5302)  British Software Development have rebranded to Many, link and link text updated accordingly | [6.x] Added OP.GG sponsor (#5121)  * Added OP.GG sponsor  * Update readme.md | Added Appoly sponsor (#5105)"
material-ui,135,61,74,0.4519,0.5481,"issue_number(60), fix_with_error_term(8), closes_issue(2)",[docs] Simplify CONTRIBUTING.md (#21196) | [docs] Adapt CONTRIBUTING.md for https instead of SSH git clone (#21187) | [core] Batch small changes (#20980)
metasploit-framework,11,2,9,0.1818,0.8182,fix_with_error_term(2),"Fix typo | Fix ""mutliple"" typo in CONTRIBUTING.md"
minimal-mistakes,96,23,73,0.2396,0.7604,"issue_number(21), closes_issue(9), fixes_issue(3)","Fix typo | Hide index page from page-archive, resolves #2481 (#2482) | Fix #2478 ""Follow menu falls under post links"" (#2479)  * Fix #2478 ""Follow menu falls under post links""  * Do it the ot"
moby,13,0,13,0.0,1.0,,
mybatis-3,2,0,2,0.0,1.0,,
netty,3,3,0,1.0,0.0,issue_number(3),"Introduce MacOSDnsServerAddressStreamProvider which correctly detect all nameserver configuration on MacOS (#9161)  Moti | Change the netty.io homepage scheme(http -> https) (#9344)  Motivation:  Netty homepage(netty.io) serves both ""http"" and | Use Table lookup for HPACK decoder (#9307)  Motivation: Table based decoding is fast.  Modification: Use table based dec"
nixpkgs,49,8,41,0.1633,0.8367,"issue_number(6), revert(1), github_pr_url(1)","Add InfinityBook v4 (#159) | Revert ""xps-15-7590: convert wiki to markdown.""  This reverts commit 77983d16f6ddcbdaf65d7656e82d39669095be6f.  apparent | apple: Add support for MacBook Air 3,X (#91)"
node,167,167,0,1.0,0.0,"github_pr_url(166), github_issue_url(23), issue_number(11)","2020-05-26, Version 12.17.0 'Erbium' (LTS)  Notable changes:  * ECMAScript Modules - `--experimental-modules` flag remov | doc: normalize shell code block info strings  Prior to this commit, shell fenced code blocks in Markdown files had incon | doc,tools: properly syntax highlight API ref docs  Prior to this commit, all <pre> tags were being highlighted as JavaSc"
numpy,8,1,7,0.125,0.875,issue_number(1),DOC: Removing mentions of appveyor (#14711)
ohmyzsh,17,7,10,0.4118,0.5882,"issue_number(7), closes_issue(2)",Update issues and PR templates (#8471)  Closes #8471 | Create Github Action to run tests (#8569)  The published workflow tests the installer and checks the syntax of known zsh | Bump license year (#8512)
opencv,8,0,8,0.0,1.0,,
openssl,11,11,0,1.0,0.0,"github_pr_url(11), fix_with_error_term(1), fixes_issue(1)",Fix issues reported by markdownlint  Reviewed-by: Tomas Mraz <tmraz@fedoraproject.org> Reviewed-by: Matthias St. Pierre  | Fix links in CONTRIBUTING.md  CHANGES and NEWS were renamed into CHANGES.md and NEWS.md; this commit updates the referen | Add a link to wiki 3.0 upgrade notes  Provide a link to the 3.0 upgrade notes so that users of the alpha/beta/ final rel
pandas,19,19,0,1.0,0.0,"issue_number(19), github_issue_url(1)",DOC: add black badge (#34154) | Update citation webpage (#33311) | DOC: change link to contributing guide in README.md (#32393)
pdf.js,6,0,6,0.0,1.0,,
protobuf,5,2,3,0.4,0.6,issue_number(2),"Drop 3.3, 3.4 and use single version docker images for all python tests (#7396)  * Create a new docker image for python  | Added linkage monitor badge (#6327)"
qmk_firmware,8,3,5,0.375,0.625,"issue_number(3), fix_with_error_term(1)","2020 February 29 Breaking Changes Update (#8064) | Set up language fallback for docs, and update translation guidelines (#7403)  * Set up language fallback for docs, and u | [Docs] Fix missing link in readme (#6958)"
rails,5,0,5,0.0,1.0,,
react,27,11,16,0.4074,0.5926,issue_number(11),remove an unused ISSUE_TEMPLATE.md (#18953) | chore: npm link more directly (#18428) | Updated React Native Website URL (#18207)
react-native,13,11,2,0.8462,0.1538,"issue_number(11), github_pr_url(11), github_issue_url(1)","Make the link easier to copy. (#28516)  Summary: Making a PR from GitHub, I need to copy-paste the link, and it would be | mention RNTester app in contributor guide (#28042)  Summary: motivation is following - the RNTester app is imho the best | feat: migrate appveyor to circleci (#28245)  Summary: This issue closes https://github.com/facebook/react-native/issues/"
react-router,14,3,11,0.2143,0.7857,issue_number(3),"Update README.md (#7179)  Update link to migration guide from 4.x, 5.x to 6.x. | Update CONTRIBUTING.md (#6816)  * Update CONTRIBUTING.md  * More contributing.md update  Updated the bug section to refl | Added on to the support comment. (#6788)"
redis,3,0,3,0.0,1.0,,
reveal.js,56,6,50,0.1071,0.8929,"issue_number(4), fix_with_error_term(2)","print styles are now built into reveal.css, revamped print styles #2633 | tweaks and updated docs for #2627 | fix typo in configuration example"
rust,396,26,370,0.0657,0.9343,"issue_number(13), fix_with_error_term(11), fixes_issue(2)",fix dead link in README | Add miri trophy for LazyArray::swap (ink! PR)  Details to the found in https://github.com/rust-lang/miri/issues/1364. No | Lint for holding locks across await points  Fixes #4226  This introduces the lint await_holding_lock. For async function
scikit-learn,16,15,1,0.9375,0.0625,issue_number(15),DOC Add threadpoolctl requirement to documentation (#17273)  * MNT Add threadpoolctl dependency to README.rst  * MNT Add | DOC update links to https in the README (#16774) | [MRG] DOC Add example about interpretation of coefficients of linear models (#15706)    Co-authored-by: Nicolas Hug <con
scrapy,6,4,2,0.6667,0.3333,"issue_number(4), fix_with_error_term(1)","Run tests with Python 3.5.0 (#4518)  * Run tests with Python 3.5.0  * Use Ubuntu Trusty 14.04 to test Python 3.5.0  * Us | updated with new macOS name (#4308) (#4323)  * changed for new name as ""macOS""  (issue #4308)  * updated macOS name  * u | Initial Python 2 removal (#4091)"
shadowsocks-android,5,0,5,0.0,1.0,,
shadowsocks-windows,12,1,11,0.0833,0.9167,issue_number(1),Add instruction for set the Win10 Store  #2480 #1004
socket.io,20,6,14,0.3,0.7,"github_issue_url(3), issue_number(3), fix_with_error_term(1)","docs: fix typo | feat: reverse the ping-pong mechanism  The ping packets will now be sent by the server, because the timers set in the br | feat: reverse the ping-pong mechanism  The ping packets will now be sent by the server, because the timers set in the br"
spark,8,8,0,1.0,0.0,"closes_issue(8), issue_number(8), fix_with_error_term(2)",[MINOR][INFRA] Add a guide to clarify release/unreleased Spark versions of user-facing change in the Github PR template  | [MINOR] Update the PR template for adding a link to the configuration naming guideline  ### What changes were proposed i | [MINOR][DOCS] Fix Jenkins build image and link in README.md  ### What changes were proposed in this pull request?  Jenki
spring-boot,19,2,17,0.1053,0.8947,fix_with_error_term(2),Fix typo | Fix checkstyle http:// error
spring-framework,15,1,14,0.0667,0.9333,fix_with_error_term(1),Fix typo in CONTRIBUTING.md  Closes gh-23180
symfony,26,0,26,0.0,1.0,,
terraform,285,15,270,0.0526,0.9474,"issue_number(11), fix_with_error_term(4), revert(1)",updating to include #24669 | Update CHANGELOG for #24744 | Fix typo in CONTRIBUTING.md
three.js,33,0,33,0.0,1.0,,
vscode,10,3,7,0.3,0.7,"issue_number(3), fixes_issue(1)",Update link for automated issue management actions repository (#96568) | Update README.md (#90787)  removed space between 'up vote' | Add a link to Where to Contribute Fixes #74102
youtube-dl,74,4,70,0.0541,0.9459,issue_number(4),[README.md] flake8 HTTPS URL (#25230) | [README.md] Also read permission to the binary in how to update section (#22903) | [README.md] Move code from #21939 to the right place
zxing,4,2,2,0.5,0.5,issue_number(2),add a Python wrapper to ZXing library (#1290)  add pyzxing in ZXing-based third-party open source projects table | fixing sections titles (#1215)
