repo,doc_touch_total,reactive_count,proactive_count,reactive_rate,proactive_rate,top_patterns,reactive_examples
axios,53,6,47,0.1132,0.8868,"issue_number(5), fix_with_error_term(1), fixes_issue(1)",Minor grammar/line length changes (#547) | Adding comment about header names (#778)  Header names are lower cased by axios Which make sense since the header names  | Fixing missing closing paren in node querystring string example in README
azure-quickstart-templates,35,5,30,0.1429,0.8571,"fix_with_error_term(3), references_issue(1), issue_number(1)","fix typo in link to checklist | CustomScript rollout - stage #6  See #2340 for details.  Signed-off-by: Ahmet Alp Balkan <ahmetalpbalkan@gmail.com> | Revert ""Adding Useful Tools section in README""  This reverts commit 03219ba125ef319357f43916b695f815efbd6836."
bitcoin,21,4,17,0.1905,0.8095,"issue_number(3), fix_with_error_term(2)",Fix typo and spelling inconsistency in CONTRIBUTING.md  Fix spellings of GitHub  Remove unnecessary changes  Fix GitHub  | [Trivial] Update license year range to 2017  The same as #7363. | Squashed 'src/leveldb/' changes from 20ca81f..a31c8aa  a31c8aa Add NewAppendableFile for win32 environment 1913d71 Merge
bootstrap,27,9,18,0.3333,0.6667,"issue_number(8), fix_with_error_term(2), fixes_issue(1)","fix(readme): locked composer to a proper version (#21338)  * fix(readme): locked composer to a proper version Without a  | update jsbin example, fixes #21322 | Yarn install instruction (#21234)"
core,20,11,9,0.55,0.45,"issue_number(11), closes_issue(1), fixes_issue(1)",Move examples out (#6908)  * Remove examples from main repo  * Simplify README  * Point screenshot for components at dev | Use H2 headers to split up the different sections (#6183)  Using headers makes it easier to visually differentiate betwe | Fix links in template  Closes #6112
d3,31,2,29,0.0645,0.9355,"issue_number(2), closes_issue(1)",Update year to 2017 in License. Closes #3084 | Add ISSUE_TEMPLATE.md. Related #2994.
darknet,1,0,1,0.0,1.0,,
django,49,43,6,0.8776,0.1224,"issue_number(43), fixes_issue(41)",Fixed #27978 -- Allowed loaddata to read data from stdin.  Thanks Squareweave for the django-loaddata-stdin project from | Fixed #28081 -- Stopped setting Content-Length=0 in conditional_content_removal() per RFC 7230. | Fixed #28120 -- Checked that CharField.max_length is not a boolean.
dotfiles,3,1,2,0.3333,0.6667,"closes_issue(1), issue_number(1)",README: Explicitly call out `brew.sh` dependencies  Closes #744.
dubbo,3,0,3,0.0,1.0,,
echarts,26,0,26,0.0,1.0,,
elasticsearch,29,22,7,0.7586,0.2414,"issue_number(22), closes_issue(3), revert(2)","Document work-around for jar hell in idea_rt.jar file (#24523) | Rewrote the github issue template to be shorter and more likely to be read (#24486) | Revise issue template  This commit revises the issue template, hoping to make it clearer that following the guidelines i"
electron,40,3,37,0.075,0.925,"issue_number(2), fix_with_error_term(1)",Fix broken link | :bug: #8919 - add new command to the docs | :memo: Rename `electron-prebuilt` to `electron` when install [ci skip]  ref electron-userland/electron-prebuilt#160
erpnext,6,1,5,0.1667,0.8333,issue_number(1),Update erpnext manual link (#6853)  * Update erpnext manual link  * Update README.md  * Update conf.js
etcd,24,3,21,0.125,0.875,"github_issue_url(2), fix_with_error_term(1)","*: fix other broken links in markdown  Signed-off-by: Gyu-Ho Lee <gyuhox@gmail.com> | *: use 'io.Seek*' for go1.7+  For https://github.com/coreos/etcd/issues/6174.  Signed-off-by: Gyu-Ho Lee <gyuhox@gmail.c | Documentation: add instruction on vendoring, build  Addressing https://github.com/coreos/etcd/issues/5857#issuecomment-2"
express,76,23,53,0.3026,0.6974,"issue_number(23), closes_issue(18), fixes_issue(6)",Fix error when res.set cannot add charset to Content-Type  fixes #3303 closes #3305 closes #3307 | docs: fix the security issues heading format  closes #3256 | deps: finalhandler@~1.0.1  fixes #3252
flask,14,7,7,0.5,0.5,"issue_number(7), fixes_issue(3), fix_with_error_term(1)","Change Flask.__init__ to accept two new keyword arguments, host_matching and static_host. (#1560)  This enables host_mat | Migrate various docs links to https (#2180)  Also fixed a few outdated links | py.test => pytest (#2173)  py.test => pytest"
flink,12,8,4,0.6667,0.3333,"closes_issue(8), issue_number(8), revert(1)","Revert ""[FLINK-6122] Add Travis build status to README""  This reverts commit 486f7249cb36a34af928c771b5d59052ebed9154.   | [FLINK-6122] Add Travis build status to README  This closes #3570. | [FLINK-5008] [docs] Update IDE setup and quickstart documentation.  This closes #2764."
flutter,33,29,4,0.8788,0.1212,"issue_number(28), github_pr_url(2), fixes_issue(1)","Update README.md (#10227) | Ignore HTML in flutter_markdown content without error (#8420)  * Gracefully ignore html content  * Test for less than, c | add AppVeyor build status badge (#8341)"
framework,24,11,13,0.4583,0.5417,issue_number(11),"Read Me Readability (#18933)  Fixes a bit of readability in the ""**Learning Laravel**"" section. | [5.3] Cleanup repo meta files (#15470)  * Cleanup meta files  * Added `.github export-ignore` to `.gitattributes`  * Don | [5.3] Renamed CHANGELOG.md to CHANGELOG-5.3.md (#15021)  * Renamed `CHANGELOG.md` to `CHANGELOG-5.3.md`  * Added release"
gitignore,1,0,1,0.0,1.0,,
go,12,6,6,0.5,0.5,"issue_number(6), fixes_issue(2)","README.md: update and simplify  Fixes #18675  Change-Id: I82e63e8ee3fe4a998b01d9397c3045912588e2f5 Reviewed-on: https:// | doc: update CONTRIBUTING.md a bit, mention proposal process  Fixes #18550  Change-Id: Ia08d0ef6964216fcc14fa63c2ba378d68 | A+C: automated update  Now with a few more repos included.  Add Albert Yu (individual CLA) Add Alessandro Baffa (individ"
go-ethereum,19,9,10,0.4737,0.5263,"issue_number(6), fix_with_error_term(4)",README: corrected attach example (#14512) | README: fixing typo in documentation (#14493) | README: update attach instructions for testnet users (#14448)
godot,21,2,19,0.0952,0.9048,"closes_issue(1), issue_number(1), fix_with_error_term(1)",Fix URLs to moved docs pages  Closes #8266. | Fix typo in issue template
grafana,269,146,123,0.5428,0.4572,"issue_number(143), fixes_issue(25), closes_issue(17)","changelog: note for #8058 | docs: updated changelog with fix for InfluxDB query issue, #8459 | docs: updated changelog with info on merged PR #8405"
grpc,12,2,10,0.1667,0.8333,"revert(1), fixes_issue(1), issue_number(1)","Revert ""Merge branch 'master' into v1.3.x""  This reverts commit 79759fea1abd09102d38af3e13a84b69e898124b, reversing chan | fixes #3492  added a step in the documentation for objc"
guava,15,2,13,0.1333,0.8667,"fixes_issue(2), issue_number(2)","usage of American English spelling for ""license""  Fixes #2590  ------------- Created by MOE: https://github.com/google/m | Update link to Style Guide.  Fixes #2526 ------------- Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID="
homebrew-cask,57,45,12,0.7895,0.2105,"issue_number(43), fix_with_error_term(2), github_pr_url(1)",PULL_REQUEST_TEMPLATE.md: updated message for sha256 change without version (#33692) | Add policy to better prevent malware. (#33538) | Removed brew cask list from reporting bug (#32834)
html5-boilerplate,8,5,3,0.625,0.375,"issue_number(5), fixes_issue(1)",Update README.md (#1937) | Add SRI Hash for jQuery (#1904)  Adds SRI Hash for jQuery  More info: https://www.srihash.org/ https://developer.mozilla | Display .browserupgrade message to IE 8 and 9 users. (#1748)
imgui,18,1,17,0.0556,0.9444,issue_number(1),README.md added link to Nicolas Guillemot flashtalk (#1099)
ionic-framework,116,26,90,0.2241,0.7759,"issue_number(24), closes_issue(4), fix_with_error_term(3)",docs(issue): add reference to ionic v1 for v1.x issues (#11272) | docs(.github): add v3 for github documents (#10945)  * docs(issue_template): add ionic v3 for issue template  Now that v | chore(readme): remove issue stats since site is erroring  closes #10546
java-design-patterns,3,1,2,0.3333,0.6667,"resolves_issue(1), issue_number(1)","remove link, resolves #479  to avoid confusion, the link is removed. For more information on why this is done please loo"
jekyll,431,406,25,0.942,0.058,"issue_number(404), fix_with_error_term(2)",Update history to reflect merge of #6088 [ci skip] | Update history to reflect merge of #6078 [ci skip] | Update history to reflect merge of #6082 [ci skip]
jenkins,139,64,75,0.4604,0.5396,"issue_number(61), fix_with_error_term(3), fixes_issue(1)",Introduce the pull-request template. (#2784)  * Introduce the pull-request template.  This  change xplicitly sets expect | Reference redirectors and jenkins.io as much as possible (#2756)  * Reference redirectors and jenkins.io as much as poss | Remove changelog from jenkinsci/jenkins repository (#2757)  * Remove changelog from jenkinsci/jenkins repository * Add t
jquery,6,0,6,0.0,1.0,,
juice-shop,157,9,148,0.0573,0.9427,"issue_number(7), fixes_issue(2), references_issue(2)",rebase with v3.2.0 (#320)  * Add HH-Stammtisch and AppSecEU  * Replace logo with 2017 artwork  * Fix 50x60 logo transpar | v2.26.0 (#298)  * v2.26.0-SNAPSHOT  * Make config callback optional  * Show thumbnail in search results  * Replace theme | Remove Docker Cloud deploy option for being way too complicated compared to Heroku (closes #257)
kafka,12,12,0,1.0,0.0,"closes_issue(12), issue_number(12), fix_with_error_term(1)",KAFKA-4422; Drop support for Scala 2.10 (KIP-119)  Author: Ismael Juma <ismael@juma.me.uk>  Reviewers: Ewen Cheslack-Pos | MINOR: findbugs should generate XML reports in Jenkins  Author: Colin P. Mccabe <cmccabe@confluent.io>  Reviewers: Ismae | KAFKA-4594; Annotate integration tests and provide gradle build targets to run subsets of tests  This uses JUnit Categor
kubernetes,179,12,167,0.067,0.933,"issue_number(5), fix_with_error_term(5), github_issue_url(2)",Adjust the link to the right troubleshooting doc page  see #3366  https://github.com/kubernetes/kubernetes.github.io/iss | Update CHANGELOG.md to note node readiness after #43474 | Fix typo storage-layer section of release notes for v1.6
laravel,22,0,22,0.0,1.0,,
markdown-here,7,0,7,0.0,1.0,,
material-ui,30,4,26,0.1333,0.8667,"issue_number(3), fix_with_error_term(2)","Fix the example ""Usage"" to match new Button component (#6692)  * Fix the example ""Usage"" to match new Button component   | [README] Fix broken title | Bundle for CDN (#5796)  * [npm] Add webpack.config.js to give UMD packaging so can be used with AMD  * [npm] Add instrs "
metasploit-framework,9,0,9,0.0,1.0,,
minimal-mistakes,95,13,82,0.1368,0.8632,"issue_number(11), closes_issue(9), fix_with_error_term(2)",Update CHANGELOG and history to reflect #972 | Toggle close button on `mouseleave` - Close #975 | Fix `.masthead` and `.page__footer` overlapping full screen video elements. - Close #933
moby,89,18,71,0.2022,0.7978,"issue_number(12), fix_with_error_term(6), github_issue_url(1)",Merge pull request #31848 from thaJeztah/17.04.0-changelog-updates  [17.04.x] deprecation and changelog updates (cherry  | Merge pull request #31811 from vieux/bump_17.04.0  bump 17.04.0-rc1 (cherry picked from commit b2fc918c5aa6d0c96953acaf6 | Merge pull request #32298 from thaJeztah/fix-changelog  [17.03.x] fix version of containerd in changelog (cherry picked 
mybatis-3,1,0,1,0.0,1.0,,
netty,3,1,2,0.3333,0.6667,github_issue_url(1),Use GitHub Issue/PR Template Feature  Motivation: GitHub recently added the ability to setup PR and Issue templates http
nixpkgs,15,4,11,0.2667,0.7333,"issue_number(4), resolves_issue(1), fixes_issue(1)",CONTRIBUTING.md: improve commit message guidelines  Add a brief request for expressing the motivation for a change. Chan | CONTRIBUTING.md: switch to a link that actually works  Fixes #20594. | readme: add wiki deprecation notice (#16925)
node,213,211,2,0.9906,0.0094,"github_pr_url(210), github_issue_url(24), issue_number(9)",doc: create list of CTC emeriti  PR-URL: https://github.com/nodejs/node/pull/13232 Ref: https://github.com/nodejs/CTC/is | doc: remove Gitter badge from README  Remove the Gitter badge.  Gitter is not supported by us. We use IRC channels on Fr | doc: add jasongin & kunalspathak to collaborators  PR-URL: https://github.com/nodejs/node/pull/13200 Reviewed-By: Anna H
numpy,2,0,2,0.0,1.0,,
ohmyzsh,22,5,17,0.2273,0.7727,"issue_number(4), closes_issue(2), github_pr_url(1)","contributing: ""correct"" -> ""expected"" behavior see https://github.com/robbyrussell/oh-my-zsh/pull/3770#issuecomment-1205 | chore: update license years (#5737) | Precise Unix-based wording   Closes #5681"
opencv,4,0,4,0.0,1.0,,
openssl,17,10,7,0.5882,0.4118,"github_pr_url(8), fix_with_error_term(1), issue_number(1)","Remind people to have 'Fixes #XXXX' in the commit message  It's of course also possible to just add them to the PR descr | Fixup the github pull request template  When creating a single commit PR, github will now automatically include the comm | Update year, wording tweak  Reviewed-by: Richard Levitte <levitte@openssl.org> (Merged from https://github.com/openssl/o"
pandas,18,13,5,0.7222,0.2778,"issue_number(13), closes_issue(2)",DOC: remove windows build from source instructions (#16451) | DOC: add README improvements. (#16435) | BUG: replace of numeric by string / dtype coversion (GH15743)  closes #15743  Author: Carlos Souza <carlos@udacity.com> 
pdf.js,9,0,9,0.0,1.0,,
protobuf,8,2,6,0.25,0.75,issue_number(2),Add 32-bit machine test on jenkins. (#2245) | Check in php implementation. (#2052)  This pull request includes two implementation: C extension and PHP package. Both i
qmk_firmware,83,10,73,0.1205,0.8795,"issue_number(7), fix_with_error_term(3), fixes_issue(1)","fixed typo in Linux install instructions | Fix minor typo in the readme | tap-dance: Major rework, to make it more reliable  This reworks how the tap-dance feature works: instead of one global s"
rails,13,0,13,0.0,1.0,,
react,51,33,18,0.6471,0.3529,"issue_number(32), fix_with_error_term(4), github_issue_url(3)",Add #8575 to changelog for 15.6 (#9740)  Just two more items before we will have an RC ready. :) | Add PR #9642 to 15.6 change log (#9649)  Just keeping this fresh.  Issue: | Mention new fixes for addons in Changelog (#9643)
react-native,35,29,6,0.8286,0.1714,"github_pr_url(29), issue_number(3), closes_issue(1)",Update the README Examples section for RNTester  Summary: The Examples directory no longer exists and the instructions i | MacOS -> macOS  Summary: Thanks for submitting a PR! Please read these instructions carefully:  - [X] Explain the **moti | Update ISSUE_TEMPLATE.md  Summary: Thanks for submitting a PR! Please read these instructions carefully:  - [ ] Explain 
react-router,62,26,36,0.4194,0.5806,"issue_number(25), fix_with_error_term(2), revert(1)","Make the Docs link stand out a little bit more (#5087) | Fix react-router alt text (#4978)  react-router alt on logo was.... babel, just fixed it :) | Add a FAQ (#4896)  * Add a FAQ  * Q: Component doesn't update?  * Q: Static server/browser router  * Q: Nested routes do"
redis,4,0,4,0.0,1.0,,
reveal.js,45,13,32,0.2889,0.7111,"issue_number(13), closes_issue(4), fixes_issue(1)",tweaks to showSlideNumber config #1833 | note about deploying multiplex server with now #1830 | allow configuration of which view slide number appears on - fixes #1791
rust,256,38,218,0.1484,0.8516,"issue_number(29), fixes_issue(10), closes_issue(8)","Demote the never_loop lint to Allow for now.  Also add ""known problem"" to the description, with link to #1586. | Switch to accessing config items via method.  Preparation for #865, which proposes adding a flag which outputs which con | Clarify that -L needs the path to clippy_so's directory  This confused me and led to #1701, hopefully it's clearer now"
scikit-learn,36,25,11,0.6944,0.3056,"issue_number(25), references_issue(1), fix_with_error_term(1)","Update numpy refs to 1.8.2 (#8926) | [MRG+1] Update version dependencies to numpy 1.8.2, scipy 1.13.3 (#8855) | [MRG] DOC add documentation on adding non-regression tests (#8850)"
scrapy,8,0,8,0.0,1.0,,
shadowsocks-android,38,4,34,0.1053,0.8947,"issue_number(4), fixes_issue(3)",Fix #1236 | Update licenses #1043 | Fix #949
shadowsocks-windows,12,2,10,0.1667,0.8333,issue_number(2),Fix link to GFWList (#793)  Thanks to @jiangzhuo | Multiple instances of ss_privoxy (#665)  * Use job object to manage polipo service's external processes.  Signed-off-by:
socket.io,121,94,27,0.7769,0.2231,"issue_number(94), fix_with_error_term(3)",[chore] Merge history of 1.7.x and 0.9.x branches (#2930) | [chore] Added backers and sponsors on the README (#2933) | [test] Add test for maxHttpBufferSize option with websocket (#499)
spark,13,13,0,1.0,0.0,"closes_issue(13), issue_number(13)",[SPARK-20759] SCALA_VERSION in _config.yml should be consistent with pom.xml  [https://issues.apache.org/jira/browse/SPA | [SPARK-20449][ML] Upgrade breeze version to 0.13.1  ## What changes were proposed in this pull request? Upgrade breeze v | [MINOR][DOCS] Replace non-breaking space to normal spaces that breaks rendering markdown  # What changes were proposed i
spring-boot,6,0,6,0.0,1.0,,
spring-framework,7,0,7,0.0,1.0,,
symfony,33,1,32,0.0303,0.9697,fix_with_error_term(1),Fix minor typo in the main README.md
terraform,1567,32,1535,0.0204,0.9796,"issue_number(27), fix_with_error_term(6)",Updating to include #14265 | Fix incorrect historical PR link in CHANGELOG | Updating to include #13670
three.js,19,10,9,0.5263,0.4737,"issue_number(9), fix_with_error_term(1), github_pr_url(1)","add badging to README.md (#9992) | add link to project wiki in README.md (#9987) | I moved the build instructions. (#9946)  Moved from: https://github.com/mrdoob/three.js/wiki/build.py,-or-how-to-generat"
vscode,24,4,20,0.1667,0.8333,"issue_number(3), fix_with_error_term(1)",Made spacing consistent (#17623) | Removed UserVoice (#10670)  Add an optional extended description… | Requesting feature info.  (#10637)  * Added additional information about searching popular issues.  * Merging Submitting
youtube-dl,529,204,325,0.3856,0.6144,"issue_number(192), closes_issue(96), fix_with_error_term(11)",[README.md] Add an example for how to use .netrc on Windows  That's a Python bug: http://bugs.python.org/issue28334 Most | [youtube] Parse player_url if format URLs are encrypted or DASH MPDs are requested  Fixes #13211 | [youku] Extract more metadata (closes #10433)
zxing,10,5,5,0.5,0.5,issue_number(5),Update Zxing.NET project link (#793) | Small readme fixes (#782) | Update README.md (#723)  added link to JavaScript Port
